bike_id,max_lag
46539,0-0 0 13:23:42.118
26309,0-0 0 13:24:29
45321,0-0 0 13:29:3.159
24672,0-0 0 13:34:59
29197,0-0 0 13:39:21
41078,0-0 0 13:42:4.803
41561,0-0 0 13:46:46.318
36237,0-0 0 13:46:53.133
29548,0-0 0 13:47:8
47495,0-0 0 13:49:32.910
24588,0-0 0 13:58:10
29278,0-0 0 13:58:22
29653,0-0 0 14:3:2.966
47890,0-0 0 14:4:40.541
26318,0-0 0 14:8:10
29497,0-0 0 14:10:19.469
26312,0-0 0 14:12:38
37187,0-0 0 14:13:58.957
29271,0-0 0 14:16:9.971
29282,0-0 0 14:16:10.030
29634,0-0 0 14:18:42
36545,0-0 0 14:21:9.724
31411,0-0 0 14:23:57
34594,0-0 0 14:26:7.759
24641,0-0 0 14:31:20
47393,0-0 0 14:33:58.266
47488,0-0 0 14:34:20.237
29596,0-0 0 14:42:12.276
29294,0-0 0 14:46:13
35934,0-0 0 14:50:40.630
46815,0-0 0 14:51:43.393
38996,0-0 0 14:52:21.114
45712,0-0 0 14:58:33.179
35571,0-0 0 14:59:45.963
26177,0-0 0 15:2:26
24432,0-0 0 15:11:6
34979,0-0 0 15:13:20.989
35490,0-0 0 15:13:29.082
31047,0-0 0 15:14:52
29555,0-0 0 15:15:44.649
47833,0-0 0 15:15:52.518
29492,0-0 0 15:16:21
29285,0-0 0 15:21:31
40661,0-0 0 15:22:23.937
29238,0-0 0 15:31:32
24605,0-0 0 15:31:49
34793,0-0 0 15:34:21.407
41876,0-0 0 15:42:29.544
23967,0-0 0 15:46:32
29448,0-0 0 16:3:43
29551,0-0 0 16:3:49.893
29508,0-0 0 16:6:23
48325,0-0 0 16:10:19.960
21495,0-0 0 16:13:27
29236,0-0 0 16:14:53
34883,0-0 0 16:18:26.652
41707,0-0 0 16:19:41.801
29666,0-0 0 16:28:48
29569,0-0 0 16:33:57
24511,0-0 0 16:42:58
39904,0-0 0 16:43:21.867
36884,0-0 0 16:52:5.924
40474,0-0 0 16:54:45.652
26215,0-0 0 16:55:7.126
34227,0-0 0 16:56:31.294
24622,0-0 0 16:59:27
31866,0-0 0 17:1:32
46024,0-0 0 17:9:26.647
26188,0-0 0 17:10:3.817
22822,0-0 0 17:10:58
26248,0-0 0 17:16:1
23217,0-0 0 17:18:58
49092,0-0 0 17:24:25.142
47165,0-0 0 17:26:34.911
30348,0-0 0 17:32:50
47029,0-0 0 17:33:34.549
48034,0-0 0 17:44:26.163
29235,0-0 0 17:44:55.458
47702,0-0 0 17:45:39.821
48693,0-0 0 17:48:13.543
26288,0-0 0 17:54:50
48448,0-0 0 17:58:37.823
29491,0-0 0 18:1:17.553
36996,0-0 0 18:3:59.897
39043,0-0 0 18:5:3.754
29490,0-0 0 18:8:8
38568,0-0 0 18:8:42.130
48139,0-0 0 18:11:36.925
25871,0-0 0 18:20:10
45662,0-0 0 18:25:40.010
41403,0-0 0 18:27:52.960
31883,0-0 0 18:27:57
23008,0-0 0 18:29:55
48095,0-0 0 18:30:19.303
29456,0-0 0 18:36:47
26205,0-0 0 18:38:27
38604,0-0 0 18:39:15.413
41101,0-0 0 18:39:19.943
32620,0-0 0 18:41:41
48694,0-0 0 18:44:10.183
41018,0-0 0 18:44:52.094
29442,0-0 0 18:54:30.434
49104,0-0 0 18:56:57.970
45702,0-0 0 19:3:22.910
41915,0-0 0 19:6:8.095
24453,0-0 0 19:16:27
34519,0-0 0 19:19:12.163
37218,0-0 0 19:24:40.708
48332,0-0 0 19:30:50.644
36770,0-0 0 19:33:6.667
37212,0-0 0 19:36:33.366
45793,0-0 0 19:40:5.363
26316,0-0 0 19:40:5.521
41803,0-0 0 19:40:16.513
24518,0-0 0 19:41:10
40803,0-0 0 19:55:19.724
24461,0-0 0 19:55:22
35964,0-0 0 19:57:0.359
29449,0-0 0 19:57:49.473
38223,0-0 0 20:9:26.986
24575,0-0 0 20:11:15
29226,0-0 0 20:22:15.879
40856,0-0 0 20:22:51.630
37722,0-0 0 20:25:30.747
47925,0-0 0 20:35:16.245
23626,0-0 0 20:40:51
30761,0-0 0 20:45:13
34448,0-0 0 20:46:48.112
46248,0-0 0 20:47:5.160
48497,0-0 0 20:51:21.219
44092,0-0 0 20:55:8.347
36012,0-0 0 20:58:12.101
37341,0-0 0 21:0:36.113
24463,0-0 0 21:2:17
47288,0-0 0 21:2:44.191
24523,0-0 0 21:5:56
46863,0-0 0 21:7:56.980
26278,0-0 0 21:8:38.253
38975,0-0 0 21:9:30.898
31556,0-0 0 21:9:36
29585,0-0 0 21:15:27
31709,0-0 0 21:21:20
44400,0-0 0 21:22:46.697
47155,0-0 0 21:27:18.519
48348,0-0 0 21:27:50.230
45683,0-0 0 21:28:40.070
34757,0-0 0 21:30:0.043
22693,0-0 0 21:36:26
47751,0-0 0 21:37:11.417
17674,0-0 0 21:40:46
45605,0-0 0 21:44:1.560
39086,0-0 0 21:45:6.519
29602,0-0 0 21:45:27.078
29521,0-0 0 21:46:7.940
44071,0-0 0 21:47:46.466
29300,0-0 0 21:49:12.903
44020,0-0 0 21:50:39.471
47690,0-0 0 21:51:35.456
47795,0-0 0 21:53:34.306
23079,0-0 0 21:53:40
29281,0-0 0 21:56:35.596
47434,0-0 0 21:57:27.040
45487,0-0 0 22:2:57.867
36506,0-0 0 22:3:25.882
37852,0-0 0 22:10:20.891
46629,0-0 0 22:14:11.305
29267,0-0 0 22:18:28
37573,0-0 0 22:21:48.370
46399,0-0 0 22:27:0.280
34625,0-0 0 22:28:35.472
24882,0-0 0 22:29:36
47385,0-0 0 22:29:48.474
34251,0-0 0 22:30:54.637
24472,0-0 0 22:31:32
50079,0-0 0 22:32:20.507
44234,0-0 0 22:34:38.138
34893,0-0 0 22:40:30.862
26295,0-0 0 22:41:53
24704,0-0 0 22:48:3
37210,0-0 0 22:48:14.922
47695,0-0 0 22:48:35.821
34899,0-0 0 22:53:42.621
34902,0-0 0 22:54:13.924
38071,0-0 0 22:55:13.301
40695,0-0 0 22:55:29.190
44829,0-0 0 22:57:54.757
36268,0-0 0 22:59:9.015
36526,0-0 0 23:0:36.838
29123,0-0 0 23:2:27.711
24402,0-0 0 23:11:24
48075,0-0 0 23:12:45.944
32848,0-0 0 23:13:1
45771,0-0 0 23:13:31.006
24539,0-0 0 23:18:45
45169,0-0 0 23:21:42.613
44603,0-0 0 23:22:0.113
24628,0-0 0 23:28:48
49556,0-0 0 23:29:15.774
36750,0-0 0 23:29:43.184
46860,0-0 0 23:29:54.137
36079,0-0 0 23:30:21.906
24540,0-0 0 23:31:54
48118,0-0 0 23:33:8.744
48502,0-0 0 23:37:3.815
35867,0-0 0 23:42:29.644
44846,0-0 0 23:45:49.300
24443,0-0 0 23:46:28
41180,0-0 0 23:48:7.666
39073,0-0 0 23:48:23.201
48576,0-0 0 23:51:45.228
36135,0-0 0 23:56:18.266
24689,0-0 1 0:2:55
26271,0-0 1 0:3:4
47317,0-0 1 0:3:18.887
40142,0-0 1 0:5:31.542
45150,0-0 1 0:10:24.929
42339,0-0 1 0:11:44.326
24691,0-0 1 0:14:29
41823,0-0 1 0:16:31.053
29509,0-0 1 0:16:32.834
48069,0-0 1 0:19:24.728
29662,0-0 1 0:22:23.403
39215,0-0 1 0:25:11.742
46750,0-0 1 0:26:28.265
36984,0-0 1 0:28:52.551
24607,0-0 1 0:30:0
29675,0-0 1 0:32:4
43953,0-0 1 0:36:6.971
30553,0-0 1 0:38:6
36986,0-0 1 0:38:25.974
40945,0-0 1 0:43:18.159
36792,0-0 1 0:45:38.822
29583,0-0 1 0:46:6.589
47053,0-0 1 0:47:38.236
37172,0-0 1 0:47:42.909
29256,0-0 1 0:50:16.166
44693,0-0 1 0:55:26.525
36010,0-0 1 1:0:12.029
26292,0-0 1 1:7:30
36464,0-0 1 1:7:45.391
31793,0-0 1 1:8:10
34503,0-0 1 1:17:24.692
31051,0-0 1 1:19:56
39714,0-0 1 1:22:0.310
46466,0-0 1 1:26:46.395
47770,0-0 1 1:28:26.434
29681,0-0 1 1:31:12
29477,0-0 1 1:35:23.581
36762,0-0 1 1:37:38.970
37115,0-0 1 1:38:22.921
35422,0-0 1 1:46:18.691
22241,0-0 1 1:49:42
34461,0-0 1 1:55:25.334
44305,0-0 1 1:57:57.150
47487,0-0 1 2:1:58.942
36979,0-0 1 2:3:37.810
44937,0-0 1 2:7:3.414
47494,0-0 1 2:7:12.139
29593,0-0 1 2:7:32.414
29624,0-0 1 2:12:51.179
43976,0-0 1 2:14:11.754
45731,0-0 1 2:19:21.370
27274,0-0 1 2:22:38
29451,0-0 1 2:32:31.799
31700,0-0 1 2:34:34
36671,0-0 1 2:34:36.930
24549,0-0 1 2:40:51
34442,0-0 1 2:41:17.008
38232,0-0 1 2:45:56.937
42634,0-0 1 2:49:54.623
48441,0-0 1 2:52:12.712
35943,0-0 1 2:55:3.055
34549,0-0 1 2:55:11.848
24694,0-0 1 2:56:48
37961,0-0 1 3:6:47.227
45822,0-0 1 3:9:21.851
45658,0-0 1 3:12:15.361
24039,0-0 1 3:13:28
36481,0-0 1 3:25:35.592
48674,0-0 1 3:26:53.981
29582,0-0 1 3:30:56
41370,0-0 1 3:31:14.820
36619,0-0 1 3:39:53.823
46704,0-0 1 3:45:6.388
48626,0-0 1 3:46:33.385
48007,0-0 1 3:47:27.627
24503,0-0 1 3:49:16
48018,0-0 1 3:51:59.214
42327,0-0 1 3:55:19.706
48352,0-0 1 3:56:6.493
44101,0-0 1 4:1:14.021
34620,0-0 1 4:1:15.358
48679,0-0 1 4:8:16.888
29573,0-0 1 4:15:0
47711,0-0 1 4:24:24.597
24634,0-0 1 4:28:49
39439,0-0 1 4:33:49.613
37052,0-0 1 4:46:26.792
47855,0-0 1 4:50:36.224
49683,0-0 1 4:51:27.211
44576,0-0 1 4:53:13.883
36540,0-0 1 4:57:9.195
34152,0-0 1 4:58:50.630
34632,0-0 1 4:59:36.194
34621,0-0 1 5:12:10.076
37813,0-0 1 5:14:48.156
45394,0-0 1 5:22:37.687
34618,0-0 1 5:29:50.109
45912,0-0 1 5:31:52.126
24417,0-0 1 5:34:7
48732,0-0 1 5:39:51.829
45800,0-0 1 5:41:26.292
40712,0-0 1 5:42:45.786
45082,0-0 1 5:56:51.837
39253,0-0 1 5:58:36.770
33873,0-0 1 5:59:49.045
50124,0-0 1 6:1:14.538
34545,0-0 1 6:3:3.322
37534,0-0 1 6:4:16.056
29680,0-0 1 6:15:29.925
34427,0-0 1 6:21:8.147
39005,0-0 1 6:41:55.862
34616,0-0 1 6:42:13.860
43960,0-0 1 6:58:27.275
42194,0-0 1 7:1:25.645
26213,0-0 1 7:18:0
40381,0-0 1 7:47:5.163
44481,0-0 1 7:50:21.060
37184,0-0 1 7:52:57.430
47603,0-0 1 7:56:4.102
43943,0-0 1 8:3:45.391
47019,0-0 1 8:23:2.972
49291,0-0 1 8:23:47.028
47539,0-0 1 8:43:56.872
39156,0-0 1 8:46:8.321
48211,0-0 1 8:46:26.153
34607,0-0 1 8:50:7.674
47429,0-0 1 9:2:1.627
22095,0-0 1 9:5:24
37068,0-0 1 9:10:27.366
34579,0-0 1 9:11:30.022
29547,0-0 1 9:18:22
46936,0-0 1 9:29:56.670
25026,0-0 1 9:31:40
38155,0-0 1 9:38:56.767
24396,0-0 1 9:39:2
38696,0-0 1 9:44:0.371
26155,0-0 1 9:49:59.406
29200,0-0 1 9:54:21.148
48413,0-0 1 9:55:36.332
17726,0-0 1 10:4:53
39408,0-0 1 10:5:30.010
37090,0-0 1 10:5:45.135
34560,0-0 1 10:8:59.840
47348,0-0 1 10:14:44.056
40302,0-0 1 10:16:40.599
36048,0-0 1 10:17:45.253
49403,0-0 1 10:19:57.774
29588,0-0 1 10:20:32
36862,0-0 1 10:33:41.109
48051,0-0 1 10:34:14.904
39921,0-0 1 10:34:50.970
42211,0-0 1 10:36:4.141
48458,0-0 1 10:40:32.908
40265,0-0 1 10:42:18.129
37006,0-0 1 10:43:4.863
35418,0-0 1 11:0:46.690
29204,0-0 1 11:5:1
37561,0-0 1 11:27:43.941
29914,0-0 1 11:36:7
26212,0-0 1 11:37:34.769
22025,0-0 1 11:38:51
29229,0-0 1 11:39:46.596
29665,0-0 1 11:54:7
33820,0-0 1 12:14:36.692
48531,0-0 1 12:16:46.908
31322,0-0 1 12:26:35
34208,0-0 1 12:28:20.205
37144,0-0 1 12:28:54.388
29639,0-0 1 12:45:11
38820,0-0 1 12:48:48.372
41582,0-0 1 12:50:46.200
47572,0-0 1 12:53:33.458
49783,0-0 1 12:54:53.180
21907,0-0 1 13:1:0
41172,0-0 1 13:17:20.604
36343,0-0 1 13:18:10.077
42152,0-0 1 13:21:37.531
44038,0-0 1 13:26:27.182
25390,0-0 1 13:26:49
26293,0-0 1 13:27:12
31224,0-0 1 13:27:38
35201,0-0 1 13:30:22.358
37230,0-0 1 13:34:3.925
47688,0-0 1 13:39:53.011
29201,0-0 1 13:54:10.848
37543,0-0 1 13:57:22.118
42485,0-0 1 13:59:22.593
26193,0-0 1 14:2:22.282
44640,0-0 1 14:2:30.258
48127,0-0 1 14:3:46.500
37357,0-0 1 14:6:37.943
40293,0-0 1 14:13:55.310
47007,0-0 1 14:24:15.793
46929,0-0 1 14:24:22.014
22303,0-0 1 14:28:42
36281,0-0 1 14:32:5.664
45375,0-0 1 14:34:53.358
50105,0-0 1 14:36:59.817
26290,0-0 1 14:38:15.738
49382,0-0 1 14:49:55.410
45135,0-0 1 14:50:16.109
36179,0-0 1 14:50:16.168
36152,0-0 1 14:55:49.372
48566,0-0 1 14:56:46.742
41766,0-0 1 15:2:40.049
36102,0-0 1 15:3:31.538
47171,0-0 1 15:6:28.477
44906,0-0 1 15:6:42.948
44701,0-0 1 15:22:17.044
37200,0-0 1 15:26:2.634
44230,0-0 1 15:30:55.593
48419,0-0 1 15:35:34.291
36120,0-0 1 15:36:26.797
47560,0-0 1 15:36:56.078
45218,0-0 1 15:38:26.543
44303,0-0 1 15:39:45.800
42333,0-0 1 15:40:6.918
37264,0-0 1 15:42:23.552
32711,0-0 1 15:43:21
34123,0-0 1 15:46:23.217
47330,0-0 1 15:46:44.756
22431,0-0 1 15:47:47
24676,0-0 1 15:59:48
47769,0-0 1 16:2:18.193
34540,0-0 1 16:2:51.775
49131,0-0 1 16:3:30.121
47787,0-0 1 16:11:40.157
36768,0-0 1 16:15:25.735
39256,0-0 1 16:22:16.310
29458,0-0 1 16:22:45.341
26199,0-0 1 16:23:41.240
38151,0-0 1 16:27:41.826
26166,0-0 1 16:32:49.440
34557,0-0 1 16:35:38.412
37107,0-0 1 16:36:56.258
36101,0-0 1 16:41:31.427
47353,0-0 1 16:47:2.600
38034,0-0 1 16:56:9.660
46632,0-0 1 16:56:48.044
36779,0-0 1 16:57:39.139
35941,0-0 1 16:58:32.037
49494,0-0 1 17:3:58.747
29824,0-0 1 17:16:7
47586,0-0 1 17:20:1.490
40135,0-0 1 17:24:51.480
44886,0-0 1 17:25:44.195
24462,0-0 1 17:25:46
37456,0-0 1 17:26:21.359
39860,0-0 1 17:29:33.795
36924,0-0 1 17:31:27.555
47728,0-0 1 17:37:8.590
36332,0-0 1 17:38:36.536
45942,0-0 1 17:49:25.459
43925,0-0 1 17:53:53.312
47462,0-0 1 17:56:34.047
37271,0-0 1 17:57:41.845
39061,0-0 1 17:58:49.874
44232,0-0 1 18:0:14.448
44839,0-0 1 18:0:20.058
47416,0-0 1 18:1:52.415
37507,0-0 1 18:2:25.633
45306,0-0 1 18:3:55.298
47457,0-0 1 18:5:31.673
47941,0-0 1 18:9:27.599
24587,0-0 1 18:10:27
45789,0-0 1 18:15:35.727
34458,0-0 1 18:16:10.982
36434,0-0 1 18:16:15.179
29797,0-0 1 18:16:34
32714,0-0 1 18:16:50
34510,0-0 1 18:17:32.251
38649,0-0 1 18:18:29.095
37578,0-0 1 18:22:31.681
49823,0-0 1 18:22:34.196
37700,0-0 1 18:30:7.641
34534,0-0 1 18:31:7.041
46652,0-0 1 18:33:59.918
39655,0-0 1 18:37:14.732
37750,0-0 1 18:52:37.661
44452,0-0 1 18:55:43.526
21681,0-0 1 18:58:35
32792,0-0 1 19:9:45
46845,0-0 1 19:9:54.814
42405,0-0 1 19:10:45.404
38381,0-0 1 19:11:12.578
21560,0-0 1 19:16:6
36748,0-0 1 19:19:13.059
26307,0-0 1 19:20:2.229
40497,0-0 1 19:21:30.741
44443,0-0 1 19:22:3.349
37325,0-0 1 19:23:6.291
44208,0-0 1 19:27:56.783
47668,0-0 1 19:28:4.557
33575,0-0 1 19:28:25.515
36072,0-0 1 19:29:34.510
32794,0-0 1 19:33:25
42123,0-0 1 19:34:28.494
39386,0-0 1 19:36:11.300
16377,0-0 1 19:37:0
46138,0-0 1 19:43:20.288
36403,0-0 1 19:44:33.525
37555,0-0 1 19:48:36.735
49940,0-0 1 19:49:16.817
50123,0-0 1 19:57:19.260
36191,0-0 1 20:2:10.049
45639,0-0 1 20:3:28.128
45429,0-0 1 20:5:18.165
36340,0-0 1 20:5:57.897
24464,0-0 1 20:9:3
50091,0-0 1 20:14:47.073
44360,0-0 1 20:17:52.340
46735,0-0 1 20:20:11.011
49396,0-0 1 20:22:58.896
24598,0-0 1 20:24:32
47386,0-0 1 20:34:36.943
44219,0-0 1 20:37:1.923
44248,0-0 1 20:37:26.202
34813,0-0 1 20:40:45.297
21669,0-0 1 20:42:21
44564,0-0 1 20:46:17.681
40739,0-0 1 20:51:5.623
48191,0-0 1 20:57:53.765
36521,0-0 1 21:0:31.347
43565,0-0 1 21:1:45.797
24489,0-0 1 21:2:14
49129,0-0 1 21:5:6.746
34451,0-0 1 21:5:50.619
37627,0-0 1 21:6:8.592
36294,0-0 1 21:6:23.069
48941,0-0 1 21:9:40.340
48534,0-0 1 21:12:55.019
49148,0-0 1 21:14:36.077
47720,0-0 1 21:21:32.596
34515,0-0 1 21:22:30.805
36457,0-0 1 21:23:3.010
37714,0-0 1 21:25:35.810
18022,0-0 1 21:27:49
36544,0-0 1 21:27:50.148
49842,0-0 1 21:29:42.433
47441,0-0 1 21:41:49.421
16162,0-0 1 21:46:19
38907,0-0 1 21:49:19.889
50073,0-0 1 21:50:14.045
49604,0-0 1 21:51:33.132
30950,0-0 1 21:53:52
47530,0-0 1 21:58:30.561
29550,0-0 1 22:1:12.883
49828,0-0 1 22:1:40.239
49442,0-0 1 22:2:34.488
48707,0-0 1 22:4:24.062
49608,0-0 1 22:4:55.001
49017,0-0 1 22:8:15.109
49687,0-0 1 22:9:50.538
46208,0-0 1 22:11:59.893
45360,0-0 1 22:15:44.459
37075,0-0 1 22:21:56.958
42148,0-0 1 22:27:27.292
39514,0-0 1 22:27:38.431
44042,0-0 1 22:30:26.827
29209,0-0 1 22:33:7.876
48537,0-0 1 22:34:20.829
24403,0-0 1 22:36:4
36821,0-0 1 22:37:4.238
39154,0-0 1 22:38:53.397
34472,0-0 1 22:39:51.187
45200,0-0 1 22:42:43.542
45832,0-0 1 22:45:44.588
34527,0-0 1 22:53:32.883
49543,0-0 1 22:54:6.622
48731,0-0 1 22:54:10.310
43923,0-0 1 22:54:33.103
46486,0-0 1 22:56:3.327
48317,0-0 1 22:56:32.117
37616,0-0 1 22:57:46.070
47479,0-0 1 22:57:52.699
49857,0-0 1 22:59:31.151
42355,0-0 1 23:0:12.073
34624,0-0 1 23:0:54.016
38545,0-0 1 23:4:44.633
34454,0-0 1 23:7:48.810
47243,0-0 1 23:8:22.515
46124,0-0 1 23:12:44.504
36091,0-0 1 23:14:42.275
17520,0-0 1 23:16:20
48392,0-0 1 23:22:41.931
47986,0-0 1 23:24:14.616
47475,0-0 1 23:24:47.533
37061,0-0 1 23:29:16.489
46251,0-0 1 23:29:47.071
48574,0-0 1 23:31:12.125
47108,0-0 1 23:33:38.273
44467,0-0 1 23:34:8.375
50000,0-0 1 23:35:53.723
48742,0-0 1 23:36:19.173
37020,0-0 1 23:36:19.234
42445,0-0 1 23:36:35.272
43157,0-0 1 23:40:30.562
22978,0-0 1 23:43:32
34535,0-0 1 23:47:43.312
49488,0-0 1 23:53:10.798
45142,0-0 1 23:56:47.135
48089,0-0 2 0:5:31.397
45119,0-0 2 0:6:50.616
48217,0-0 2 0:7:45.312
44866,0-0 2 0:11:3.628
36549,0-0 2 0:12:6.056
49159,0-0 2 0:14:2.744
37316,0-0 2 0:15:16.774
39417,0-0 2 0:16:57.267
47645,0-0 2 0:23:32.825
26227,0-0 2 0:29:40
37337,0-0 2 0:30:39.504
47528,0-0 2 0:32:38.975
24509,0-0 2 0:32:58
29539,0-0 2 0:33:16
44076,0-0 2 0:39:32.672
49937,0-0 2 0:41:50.903
46284,0-0 2 0:46:55.903
48470,0-0 2 0:52:54.623
49814,0-0 2 0:58:51.968
49618,0-0 2 1:7:46.020
44390,0-0 2 1:13:21.689
49418,0-0 2 1:16:52.844
35903,0-0 2 1:22:35.090
36916,0-0 2 1:24:41.805
48661,0-0 2 1:26:5.684
48242,0-0 2 1:28:16.279
47630,0-0 2 1:29:14.670
29299,0-0 2 1:29:49.196
26646,0-0 2 1:29:57
