bike_id,max_lag
41657,0-0 15 8:37:43.840
36297,0-0 15 8:42:21.257
31603,0-0 15 8:42:46.804
39344,0-0 15 8:47:5.857
33747,0-0 15 8:51:0.693
48876,0-0 15 8:51:48.269
45939,0-0 15 8:54:38.609
38869,0-0 15 9:2:11.197
44150,0-0 15 9:4:24.987
26814,0-0 15 9:7:23
39427,0-0 15 9:12:25.377
43876,0-0 15 9:19:32.116
47292,0-0 15 9:22:22.296
32273,0-0 15 9:22:32.831
45478,0-0 15 9:24:21.028
35233,0-0 15 9:25:19.074
21924,0-0 15 9:31:36
39536,0-0 15 9:32:1.758
33659,0-0 15 9:37:44.025
40970,0-0 15 9:47:39.290
42154,0-0 15 10:4:0.522
46334,0-0 15 10:19:55.540
39931,0-0 15 10:21:23.459
22210,0-0 15 10:22:54
41786,0-0 15 10:23:33.386
14871,0-0 15 10:32:50
32058,0-0 15 10:35:55
31079,0-0 15 10:39:7.644
16098,0-0 15 11:4:0
40827,0-0 15 11:21:36.614
44820,0-0 15 11:26:8.770
33438,0-0 15 11:28:18.782
35115,0-0 15 11:37:13.997
41622,0-0 15 11:38:12.361
39001,0-0 15 11:42:52.425
35570,0-0 15 11:45:16.041
33627,0-0 15 11:45:22.726
34090,0-0 15 11:45:27.370
47554,0-0 15 11:46:49.583
36003,0-0 15 12:5:13.253
32574,0-0 15 12:11:49
32849,0-0 15 12:11:58.609
34681,0-0 15 12:16:12.330
44670,0-0 15 12:19:47.694
43078,0-0 15 12:33:2.201
39402,0-0 15 12:39:30.391
35182,0-0 15 12:39:46.323
18119,0-0 15 12:44:41
41864,0-0 15 12:46:22.552
43962,0-0 15 12:56:28.792
41275,0-0 15 13:0:56.390
48718,0-0 15 13:13:30.121
44272,0-0 15 13:13:41.117
31230,0-0 15 13:24:52.850
33307,0-0 15 13:35:25
39745,0-0 15 13:38:10.395
14834,0-0 15 13:40:56
44447,0-0 15 13:43:11.223
24301,0-0 15 13:45:1
38281,0-0 15 13:45:46.162
18865,0-0 15 13:54:44
30650,0-0 15 13:56:32.278
32676,0-0 15 13:57:57.181
44834,0-0 15 13:59:9.139
43679,0-0 15 14:2:1.620
33467,0-0 15 14:16:29.163
39134,0-0 15 14:17:42.217
32220,0-0 15 14:20:12.241
46239,0-0 15 14:20:28.134
41564,0-0 15 14:21:11.066
47156,0-0 15 14:23:51.304
46760,0-0 15 14:26:14.176
45569,0-0 15 14:49:55.586
15702,0-0 15 14:54:9
23094,0-0 15 14:59:19
20296,0-0 15 15:0:9
38372,0-0 15 15:7:51.256
31129,0-0 15 15:9:46
40129,0-0 15 15:13:48.933
23149,0-0 15 15:20:13
40275,0-0 15 15:25:34.274
17480,0-0 15 15:33:8
16283,0-0 15 15:33:37
32645,0-0 15 15:34:9.900
43011,0-0 15 15:38:40.377
40392,0-0 15 15:40:36.378
40966,0-0 15 15:41:4.097
32330,0-0 15 15:55:8.219
45104,0-0 15 15:56:17.359
29849,0-0 15 16:7:43.813
33434,0-0 15 16:8:22.034
40746,0-0 15 16:14:12.870
45913,0-0 15 16:15:0.483
40507,0-0 15 16:15:6.561
31314,0-0 15 16:16:45.814
33468,0-0 15 16:19:18.091
27136,0-0 15 16:24:26
30768,0-0 15 16:24:27.331
33015,0-0 15 16:26:33.747
34312,0-0 15 16:28:41.590
42840,0-0 15 16:29:55.517
45382,0-0 15 16:31:49.691
22904,0-0 15 16:31:53
23312,0-0 15 16:34:43
30901,0-0 15 16:49:29.446
27934,0-0 15 16:52:35
30457,0-0 15 16:53:52.597
31415,0-0 15 16:55:32.378
48359,0-0 15 16:55:55.066
44566,0-0 15 17:3:39.636
41934,0-0 15 17:7:46.021
44956,0-0 15 17:10:57.599
30543,0-0 15 17:25:20.503
50051,0-0 15 17:32:8.930
23962,0-0 15 17:32:43
49073,0-0 15 17:34:19.388
47450,0-0 15 17:49:24.467
49021,0-0 15 17:50:31.065
33926,0-0 15 17:51:15.453
34285,0-0 15 17:51:38.507
38095,0-0 15 17:58:27.115
31271,0-0 15 17:59:59.411
48109,0-0 15 18:1:13.647
40276,0-0 15 18:1:17.053
46053,0-0 15 18:2:17.100
34241,0-0 15 18:10:31.797
37054,0-0 15 18:20:57.460
50022,0-0 15 18:22:50.699
43309,0-0 15 18:27:30.281
43385,0-0 15 18:30:38.650
24133,0-0 15 18:34:50
33571,0-0 15 18:36:12.088
38139,0-0 15 18:38:44.691
26434,0-0 15 18:44:50
37857,0-0 15 19:1:3.578
43461,0-0 15 19:1:32.526
41287,0-0 15 19:1:45.971
47891,0-0 15 19:4:15.343
47571,0-0 15 19:7:55.339
45433,0-0 15 19:9:6.999
43863,0-0 15 19:9:39.429
41490,0-0 15 19:15:45.165
44838,0-0 15 19:19:28.228
40201,0-0 15 19:20:22.308
43713,0-0 15 19:25:47.489
18177,0-0 15 19:29:9
41224,0-0 15 19:30:14.127
40371,0-0 15 19:32:52.909
34802,0-0 15 19:33:15.017
45491,0-0 15 19:33:47.096
34202,0-0 15 19:34:5.919
34222,0-0 15 19:34:12.842
38785,0-0 15 19:38:29.231
39383,0-0 15 19:38:44.961
36630,0-0 15 19:43:57.932
40962,0-0 15 19:50:39.462
32233,0-0 15 20:3:22.902
40884,0-0 15 20:3:30.290
41205,0-0 15 20:5:45.426
43927,0-0 15 20:6:59.519
38114,0-0 15 20:7:27.088
46925,0-0 15 20:7:42.436
41129,0-0 15 20:10:22.992
40234,0-0 15 20:14:54.568
34796,0-0 15 20:15:16.679
43579,0-0 15 20:15:20.474
22646,0-0 15 20:15:24
19697,0-0 15 20:25:14
43392,0-0 15 20:27:39.724
39304,0-0 15 20:31:25.444
40440,0-0 15 20:35:33.493
34633,0-0 15 20:35:37.825
41526,0-0 15 20:35:58.135
33154,0-0 15 20:38:11.687
20236,0-0 15 20:41:57
41479,0-0 15 20:48:59.983
32861,0-0 15 20:51:45.007
34162,0-0 15 20:52:6.652
44572,0-0 15 21:1:4.292
41618,0-0 15 21:5:54.197
46743,0-0 15 21:6:31.502
34918,0-0 15 21:10:14.607
42819,0-0 15 21:10:52.011
47289,0-0 15 21:11:41.336
22192,0-0 15 21:18:3
39193,0-0 15 21:21:26.128
42400,0-0 15 21:22:52.059
44282,0-0 15 21:25:12.376
23060,0-0 15 21:25:49
43376,0-0 15 21:28:46.515
40050,0-0 15 21:34:55.735
42930,0-0 15 21:35:35.380
33142,0-0 15 21:36:21.176
38100,0-0 15 21:38:49.274
40476,0-0 15 21:39:36.709
43538,0-0 15 21:39:40.103
46094,0-0 15 21:40:21.827
40353,0-0 15 21:41:38.053
46195,0-0 15 21:41:59.316
17770,0-0 15 21:44:33
35984,0-0 15 21:45:41.458
42567,0-0 15 21:46:51.937
36608,0-0 15 21:49:1.434
39232,0-0 15 22:5:45.474
45864,0-0 15 22:14:45.201
35106,0-0 15 22:15:51.252
47759,0-0 15 22:16:39.812
46782,0-0 15 22:20:36.847
30049,0-0 15 22:20:38.869
41826,0-0 15 22:22:1.438
30548,0-0 15 22:22:15.261
46671,0-0 15 22:24:12.026
23059,0-0 15 22:31:37
40212,0-0 15 22:36:28.873
46833,0-0 15 22:36:32.484
35337,0-0 15 22:37:15.467
35267,0-0 15 22:42:41.754
41168,0-0 15 22:44:24.056
35120,0-0 15 22:51:18.306
43202,0-0 15 22:57:31.958
43698,0-0 15 22:58:25.891
32001,0-0 15 22:59:50.982
38201,0-0 15 23:0:6.669
40554,0-0 15 23:2:4.178
28998,0-0 15 23:3:56
41855,0-0 15 23:5:42.258
21682,0-0 15 23:10:59
46569,0-0 15 23:13:18.940
49141,0-0 15 23:14:23.967
18656,0-0 15 23:16:4
43664,0-0 15 23:18:20.250
44053,0-0 15 23:25:24.821
42741,0-0 15 23:29:18.839
41276,0-0 15 23:29:27.731
46166,0-0 15 23:34:51.433
44012,0-0 15 23:39:1.286
42551,0-0 15 23:40:3.616
38392,0-0 15 23:40:45.448
43377,0-0 15 23:41:1.759
46802,0-0 15 23:41:11.533
33062,0-0 15 23:41:44
48997,0-0 15 23:46:14.941
29765,0-0 15 23:46:35
41371,0-0 15 23:48:29.665
24369,0-0 15 23:50:40
45868,0-0 15 23:50:58.222
40341,0-0 15 23:51:12.430
39181,0-0 15 23:54:34.799
38668,0-0 15 23:57:14.348
39013,0-0 15 23:59:46.107
40846,0-0 16 0:0:9.674
43993,0-0 16 0:4:40.497
44286,0-0 16 0:5:38.242
39164,0-0 16 0:11:29.659
39881,0-0 16 0:11:43.780
47923,0-0 16 0:12:52.574
33048,0-0 16 0:24:45.371
39210,0-0 16 0:24:57.987
28805,0-0 16 0:25:19
30214,0-0 16 0:28:41.207
40219,0-0 16 0:28:47.137
47468,0-0 16 0:29:4.900
41349,0-0 16 0:29:20.319
33845,0-0 16 0:30:42.523
39343,0-0 16 0:32:18.418
37940,0-0 16 0:35:14.426
40046,0-0 16 0:41:56.628
42707,0-0 16 0:43:37.626
49084,0-0 16 0:45:42.667
41365,0-0 16 0:49:37.405
39710,0-0 16 0:50:28.931
47783,0-0 16 0:52:33.215
42961,0-0 16 0:53:5.747
17472,0-0 16 0:53:16
43919,0-0 16 0:57:6.191
40422,0-0 16 0:57:36.533
45063,0-0 16 0:58:43.240
43100,0-0 16 1:3:7.772
39589,0-0 16 1:5:48.572
46407,0-0 16 1:5:55.400
39348,0-0 16 1:9:53.507
40807,0-0 16 1:10:44.560
45353,0-0 16 1:15:16.112
42688,0-0 16 1:17:25.226
40447,0-0 16 1:23:26.099
42939,0-0 16 1:26:43.106
38923,0-0 16 1:27:32.257
20625,0-0 16 1:29:13
48555,0-0 16 1:33:39.398
44464,0-0 16 1:33:39.943
45108,0-0 16 1:34:42.979
35310,0-0 16 1:35:17.020
47620,0-0 16 1:39:27.041
44266,0-0 16 1:40:23.759
44129,0-0 16 1:41:21.925
47217,0-0 16 1:42:2.010
43684,0-0 16 1:45:8.275
39362,0-0 16 1:47:14.622
44681,0-0 16 1:49:23.112
41207,0-0 16 1:49:35.719
30868,0-0 16 1:53:16.816
32057,0-0 16 1:58:25.072
36494,0-0 16 1:58:25.843
34855,0-0 16 2:0:41.490
36470,0-0 16 2:4:26.971
26807,0-0 16 2:5:30.322
34140,0-0 16 2:6:13.966
46412,0-0 16 2:6:50.739
34109,0-0 16 2:12:14.268
48442,0-0 16 2:12:17.977
30693,0-0 16 2:12:26.178
47527,0-0 16 2:13:27.361
35131,0-0 16 2:14:1.633
44277,0-0 16 2:22:17.306
44980,0-0 16 2:38:14.176
46036,0-0 16 2:39:6.975
40223,0-0 16 2:40:41.486
16680,0-0 16 2:40:42
34587,0-0 16 2:43:7.651
38607,0-0 16 2:49:31.866
30835,0-0 16 2:49:59.878
32741,0-0 16 2:55:50.790
46422,0-0 16 3:2:33.892
34088,0-0 16 3:2:47.837
35224,0-0 16 3:2:58.978
38885,0-0 16 3:6:11.344
33802,0-0 16 3:6:37.282
33084,0-0 16 3:9:36.733
24776,0-0 16 3:11:35
38969,0-0 16 3:15:2.246
43738,0-0 16 3:17:29.293
42839,0-0 16 3:22:17.683
31804,0-0 16 3:32:58.029
48054,0-0 16 3:36:18.986
41500,0-0 16 3:36:32.141
34955,0-0 16 3:37:27.576
41673,0-0 16 3:38:59.088
33660,0-0 16 3:39:15.932
40061,0-0 16 3:42:35.374
40980,0-0 16 3:44:24.147
18931,0-0 16 3:45:28
43645,0-0 16 3:47:5.064
34190,0-0 16 3:48:14.914
38642,0-0 16 3:49:11.991
38583,0-0 16 3:50:51.763
32135,0-0 16 3:51:24.364
43431,0-0 16 3:58:36.384
39003,0-0 16 4:3:31.133
42161,0-0 16 4:7:30.581
47006,0-0 16 4:12:55.113
31204,0-0 16 4:32:48.544
34332,0-0 16 4:34:50.508
46830,0-0 16 4:41:27.405
40728,0-0 16 4:52:53.404
41716,0-0 16 4:59:21.249
38826,0-0 16 5:2:34.156
34993,0-0 16 5:7:19.396
38886,0-0 16 5:7:27.534
35006,0-0 16 5:10:33.403
45878,0-0 16 5:12:43.446
44565,0-0 16 5:19:59.454
20026,0-0 16 5:23:48
40607,0-0 16 5:30:55.805
39380,0-0 16 5:33:52.425
46335,0-0 16 5:37:59.702
34720,0-0 16 5:52:6.149
42896,0-0 16 5:53:19.015
49271,0-0 16 5:56:57.021
43814,0-0 16 6:5:37.685
38337,0-0 16 6:8:57.877
34104,0-0 16 6:13:53.065
38947,0-0 16 6:20:53.206
34713,0-0 16 6:21:18.190
30789,0-0 16 6:23:17.120
30895,0-0 16 6:25:23.984
47342,0-0 16 6:32:34.611
44429,0-0 16 6:38:33.458
40719,0-0 16 6:40:16.669
40929,0-0 16 6:57:0.849
45096,0-0 16 6:58:13.804
40693,0-0 16 6:59:3.484
38500,0-0 16 7:0:34.443
42824,0-0 16 7:8:52.159
34048,0-0 16 7:19:37.266
46384,0-0 16 7:22:39.036
45560,0-0 16 7:27:58.916
46862,0-0 16 7:28:37.871
43424,0-0 16 7:31:9.940
40117,0-0 16 7:31:49.545
40099,0-0 16 7:32:45.015
48583,0-0 16 7:40:37.976
49010,0-0 16 7:42:0.374
40487,0-0 16 7:44:39.347
33339,0-0 16 8:10:15.038
37258,0-0 16 8:12:39.475
15435,0-0 16 8:12:46
39967,0-0 16 8:13:41.037
32860,0-0 16 8:23:38
41801,0-0 16 8:28:36.415
40912,0-0 16 8:30:11.310
30529,0-0 16 8:33:9.342
32975,0-0 16 8:36:8.185
21910,0-0 16 8:36:44
44599,0-0 16 8:44:12.610
25601,0-0 16 8:45:50
46387,0-0 16 8:49:6.811
48653,0-0 16 9:10:31.202
40692,0-0 16 9:10:36.995
39440,0-0 16 9:21:35.945
42805,0-0 16 9:24:58.613
46960,0-0 16 9:27:43.376
35958,0-0 16 9:37:51.659
32679,0-0 16 9:55:45
32174,0-0 16 9:59:35.674
38389,0-0 16 10:16:59.580
47275,0-0 16 10:23:12.425
23161,0-0 16 10:26:31
45857,0-0 16 10:34:3.329
34163,0-0 16 10:40:45.211
45642,0-0 16 10:48:26.422
23547,0-0 16 10:48:30
41968,0-0 16 10:53:45.949
41897,0-0 16 10:58:8.726
43481,0-0 16 11:2:53.755
44027,0-0 16 11:11:40.057
46897,0-0 16 11:17:20.237
33635,0-0 16 11:21:39.694
48488,0-0 16 11:31:10.536
44535,0-0 16 11:36:8.398
42002,0-0 16 11:38:24.713
14638,0-0 16 11:40:24
33092,0-0 16 11:45:19.044
47704,0-0 16 11:47:25.293
39364,0-0 16 11:49:22.575
47078,0-0 16 11:53:15.463
41368,0-0 16 11:55:6.982
33433,0-0 16 11:55:11.187
22320,0-0 16 12:3:5
16790,0-0 16 12:16:22
38992,0-0 16 12:20:23.187
40616,0-0 16 12:24:13.506
22069,0-0 16 12:43:11
37016,0-0 16 12:44:15.199
39111,0-0 16 12:59:50.242
31263,0-0 16 13:2:12.850
34727,0-0 16 13:10:28.176
45020,0-0 16 13:12:5.273
41765,0-0 16 13:18:40.458
40909,0-0 16 13:19:31.819
39702,0-0 16 13:21:59.546
39340,0-0 16 13:25:36.774
49817,0-0 16 13:29:58.586
45681,0-0 16 13:39:13.977
34751,0-0 16 13:40:27.023
38997,0-0 16 13:45:24.078
30947,0-0 16 13:46:4.150
41382,0-0 16 13:49:17.223
49150,0-0 16 13:52:29.457
38250,0-0 16 14:0:48.179
46564,0-0 16 14:1:43.949
34189,0-0 16 14:3:24.951
41431,0-0 16 14:7:20.836
39943,0-0 16 14:8:51.679
46618,0-0 16 14:12:26.174
31181,0-0 16 14:12:51.109
25479,0-0 16 14:13:12
39966,0-0 16 14:14:7.968
33759,0-0 16 14:17:28.383
22945,0-0 16 14:19:36
38693,0-0 16 14:20:14.846
38163,0-0 16 14:20:18.885
49034,0-0 16 14:25:39.623
35902,0-0 16 14:32:32.174
38883,0-0 16 14:35:18.861
23660,0-0 16 14:40:31
33600,0-0 16 14:40:56.552
25322,0-0 16 14:44:32
32873,0-0 16 14:45:1.363
21197,0-0 16 14:47:40
38856,0-0 16 14:52:12.074
39275,0-0 16 14:54:44.363
39850,0-0 16 14:56:18.286
22806,0-0 16 15:19:28
40838,0-0 16 15:23:3.176
41878,0-0 16 15:24:52.190
46822,0-0 16 15:30:26.440
32209,0-0 16 15:32:13.696
15111,0-0 16 15:32:37
44981,0-0 16 15:32:38.836
31327,0-0 16 15:36:56.881
39854,0-0 16 15:43:15.484
48649,0-0 16 15:46:5.782
46976,0-0 16 15:53:53.662
20755,0-0 16 15:55:17
27308,0-0 16 15:59:11
43246,0-0 16 15:59:50.205
34167,0-0 16 16:1:11.554
39055,0-0 16 16:2:33.400
38507,0-0 16 16:4:5.893
22936,0-0 16 16:12:50
39237,0-0 16 16:17:37.297
23483,0-0 16 16:23:4
42309,0-0 16 16:23:47.161
41924,0-0 16 16:26:26.874
45420,0-0 16 16:26:35.595
38807,0-0 16 16:27:32.497
30923,0-0 16 16:29:41.684
23062,0-0 16 16:37:4
42313,0-0 16 16:38:15.699
43848,0-0 16 16:38:32.524
15547,0-0 16 16:47:5
24007,0-0 16 16:49:23
28764,0-0 16 16:53:16.711
44034,0-0 16 16:57:41.986
26208,0-0 16 17:2:9
17081,0-0 16 17:9:21
18115,0-0 16 17:21:17
46805,0-0 16 17:21:54.331
23490,0-0 16 17:36:8
47334,0-0 16 17:39:28.430
39103,0-0 16 17:42:35.043
45902,0-0 16 17:44:34.255
45904,0-0 16 17:45:35.531
43346,0-0 16 17:49:46.408
34359,0-0 16 17:51:41.979
41398,0-0 16 17:55:50.378
49118,0-0 16 18:0:51.353
40787,0-0 16 18:5:0.475
45866,0-0 16 18:7:12.832
33813,0-0 16 18:7:15.293
16922,0-0 16 18:9:35
32767,0-0 16 18:10:25.835
32151,0-0 16 18:11:50.752
23570,0-0 16 18:17:4
49204,0-0 16 18:18:21.912
40077,0-0 16 18:18:49.327
38162,0-0 16 18:20:13.278
46942,0-0 16 18:20:41.450
43500,0-0 16 18:20:49.991
27830,0-0 16 18:22:27
31959,0-0 16 18:23:37.807
16882,0-0 16 18:32:7
33190,0-0 16 18:33:7.709
32007,0-0 16 18:36:5.769
38711,0-0 16 18:41:13.127
39209,0-0 16 18:41:39.936
41420,0-0 16 18:43:18.151
38971,0-0 16 18:45:24.579
34275,0-0 16 18:45:53.818
45870,0-0 16 18:46:44.415
38870,0-0 16 18:46:53.717
34194,0-0 16 18:47:36.747
43895,0-0 16 18:50:16.430
46914,0-0 16 18:52:50.935
32406,0-0 16 18:55:51.139
46404,0-0 16 18:57:31.768
40941,0-0 16 19:4:30.975
35185,0-0 16 19:9:58.049
45807,0-0 16 19:15:49.991
44109,0-0 16 19:16:43.821
33521,0-0 16 19:19:34.998
46939,0-0 16 19:21:47.053
35174,0-0 16 19:23:26.472
24030,0-0 16 19:25:31
40573,0-0 16 19:26:29.966
40924,0-0 16 19:30:37.202
41325,0-0 16 19:32:9.560
40103,0-0 16 19:32:46.338
38360,0-0 16 19:33:7.581
43796,0-0 16 19:35:59.463
43811,0-0 16 19:37:25.259
50083,0-0 16 19:42:47.143
35139,0-0 16 19:45:30.515
49581,0-0 16 19:47:25.153
35008,0-0 16 19:50:31.894
38960,0-0 16 19:53:9.119
41241,0-0 16 19:54:59.744
44156,0-0 16 19:58:56.206
31320,0-0 16 20:4:36.037
38070,0-0 16 20:6:55.981
33309,0-0 16 20:9:37.704
39923,0-0 16 20:10:49.249
23168,0-0 16 20:19:49
43421,0-0 16 20:21:23.124
43248,0-0 16 20:23:48.072
41042,0-0 16 20:27:5.421
33294,0-0 16 20:27:19.669
41846,0-0 16 20:28:58.874
39571,0-0 16 20:30:8.180
42558,0-0 16 20:30:20.415
43821,0-0 16 20:38:11.435
21032,0-0 16 20:40:51
45679,0-0 16 20:42:0.482
32862,0-0 16 20:43:56.908
41703,0-0 16 20:46:53.450
40675,0-0 16 20:47:31.394
47202,0-0 16 20:48:5.692
39487,0-0 16 20:52:28.303
15934,0-0 16 20:54:37
41513,0-0 16 20:55:43.957
47323,0-0 16 21:10:47.808
35913,0-0 16 21:15:7.571
41933,0-0 16 21:17:22.666
40294,0-0 16 21:18:16.687
45162,0-0 16 21:20:7.346
41759,0-0 16 21:20:56.196
45921,0-0 16 21:21:6.143
39300,0-0 16 21:23:33.293
45945,0-0 16 21:23:42.645
40054,0-0 16 21:24:49.028
46673,0-0 16 21:27:57.911
17923,0-0 16 21:28:44
41277,0-0 16 21:29:2.400
39135,0-0 16 21:29:22.592
39070,0-0 16 21:30:7.941
46419,0-0 16 21:38:23.346
31584,0-0 16 21:43:38.696
39654,0-0 16 21:45:25.990
33822,0-0 16 21:52:8.238
41923,0-0 16 21:55:13.124
41264,0-0 16 21:56:41.134
34283,0-0 16 21:58:14.191
38532,0-0 16 22:0:55.530
26379,0-0 16 22:0:58.689
38525,0-0 16 22:1:13.066
33590,0-0 16 22:2:49.378
41111,0-0 16 22:6:17.122
46509,0-0 16 22:9:46.870
42738,0-0 16 22:12:38.709
19604,0-0 16 22:20:30
39794,0-0 16 22:23:12.843
34234,0-0 16 22:27:22.594
39265,0-0 16 22:29:0.173
23427,0-0 16 22:29:34
39705,0-0 16 22:42:15.445
39941,0-0 16 22:45:29.604
41999,0-0 16 22:48:56.839
38451,0-0 16 22:50:9.758
46790,0-0 16 22:50:58.051
34821,0-0 16 22:52:28.714
38077,0-0 16 22:59:16.436
31123,0-0 16 23:2:4.182
32301,0-0 16 23:3:10.775
35847,0-0 16 23:6:36.694
40198,0-0 16 23:7:1.165
38645,0-0 16 23:7:13.980
41453,0-0 16 23:9:6.548
18359,0-0 16 23:13:19
33085,0-0 16 23:15:6.967
35216,0-0 16 23:18:0.538
37265,0-0 16 23:24:28.726
45643,0-0 16 23:31:15.363
31839,0-0 16 23:34:15.659
49220,0-0 16 23:36:56.416
18561,0-0 16 23:37:0
43926,0-0 16 23:38:26.958
45366,0-0 16 23:40:11.486
42648,0-0 16 23:40:44.511
39143,0-0 16 23:41:37.928
42000,0-0 16 23:43:30.172
39772,0-0 16 23:49:33.881
31019,0-0 16 23:54:44.792
43007,0-0 16 23:55:10.571
39768,0-0 16 23:59:54.501
43495,0-0 17 0:1:47.491
44193,0-0 17 0:2:57.655
17614,0-0 17 0:3:1
32738,0-0 17 0:9:23.462
44345,0-0 17 0:9:48.132
24585,0-0 17 0:10:4
39019,0-0 17 0:10:51.897
49935,0-0 17 0:13:35.230
31101,0-0 17 0:14:57.896
39087,0-0 17 0:15:26.741
39855,0-0 17 0:21:35.335
46088,0-0 17 0:24:47.952
20507,0-0 17 0:26:22
39820,0-0 17 0:26:30.554
39566,0-0 17 0:30:9.028
46574,0-0 17 0:33:24.922
34798,0-0 17 0:33:35.655
41155,0-0 17 0:36:43.152
40623,0-0 17 0:38:10.249
35312,0-0 17 0:38:23.816
41558,0-0 17 0:38:26.569
45149,0-0 17 0:45:25.320
14787,0-0 17 0:49:24
35241,0-0 17 0:53:21.395
46692,0-0 17 0:56:44.086
32170,0-0 17 0:58:4.201
33130,0-0 17 1:1:44.042
49440,0-0 17 1:3:0.291
36185,0-0 17 1:4:26.199
41540,0-0 17 1:5:12.646
41905,0-0 17 1:5:28.825
46149,0-0 17 1:6:24.269
43965,0-0 17 1:6:58.020
46391,0-0 17 1:7:5.288
32895,0-0 17 1:10:33.948
40250,0-0 17 1:12:20.553
42499,0-0 17 1:18:52.846
46194,0-0 17 1:19:1.493
34384,0-0 17 1:20:30.565
32415,0-0 17 1:23:26.211
39381,0-0 17 1:24:20.310
18912,0-0 17 1:34:8
32185,0-0 17 1:34:26.679
38531,0-0 17 1:34:46.049
41880,0-0 17 1:37:58.139
33109,0-0 17 1:40:52.894
40614,0-0 17 1:46:29.385
47103,0-0 17 1:46:57.980
46264,0-0 17 1:51:46.758
40426,0-0 17 1:51:59.462
46227,0-0 17 1:54:32.672
49253,0-0 17 1:58:39.368
37267,0-0 17 2:2:5.668
31658,0-0 17 2:3:33.233
40854,0-0 17 2:6:11.059
41777,0-0 17 2:6:15.192
40801,0-0 17 2:7:53.241
34348,0-0 17 2:14:17.371
38240,0-0 17 2:18:56.161
39673,0-0 17 2:28:23.516
35851,0-0 17 2:28:37.148
43631,0-0 17 2:30:19.146
43504,0-0 17 2:30:49.123
41471,0-0 17 2:33:27.016
40315,0-0 17 2:38:35.733
39516,0-0 17 2:39:0.101
43634,0-0 17 2:41:54.379
46758,0-0 17 2:48:29.544
39838,0-0 17 2:49:47.009
44713,0-0 17 3:3:21.174
16057,0-0 17 3:11:22
45206,0-0 17 3:12:52.713
32089,0-0 17 3:18:16.114
43951,0-0 17 3:21:31.522
16579,0-0 17 3:24:47
30881,0-0 17 3:25:36
41791,0-0 17 3:26:11.376
41704,0-0 17 3:27:17.413
34035,0-0 17 3:28:20.871
36369,0-0 17 3:32:55.411
32269,0-0 17 3:41:29.055
33525,0-0 17 3:44:57.416
45294,0-0 17 3:51:56.396
45190,0-0 17 3:52:43.651
34916,0-0 17 3:55:54.197
40650,0-0 17 4:4:44.854
40049,0-0 17 4:4:49.522
47776,0-0 17 4:8:54.258
43236,0-0 17 4:17:4.626
45715,0-0 17 4:18:46.176
46533,0-0 17 4:22:4.401
40643,0-0 17 4:22:37.444
35358,0-0 17 4:24:51.367
45580,0-0 17 4:31:26.422
44524,0-0 17 4:38:16.851
39123,0-0 17 4:41:7.932
30565,0-0 17 4:45:35.641
34114,0-0 17 4:52:14.728
41293,0-0 17 4:52:31.036
34042,0-0 17 5:9:43.227
38600,0-0 17 5:18:56.723
22245,0-0 17 5:37:44
33892,0-0 17 5:45:43.675
43012,0-0 17 5:48:38.687
43329,0-0 17 5:51:59.523
32422,0-0 17 6:0:12.378
22354,0-0 17 6:0:41
40452,0-0 17 6:5:50.835
20639,0-0 17 6:26:35
33589,0-0 17 6:31:1.303
44702,0-0 17 6:32:7.273
37314,0-0 17 6:34:57.110
30504,0-0 17 6:35:45.421
38857,0-0 17 6:40:22.026
39942,0-0 17 6:42:26.340
40508,0-0 17 6:53:0.173
49273,0-0 17 6:58:24.369
32467,0-0 17 7:3:45
39264,0-0 17 7:4:23.096
41250,0-0 17 7:6:55.102
39899,0-0 17 7:16:26.647
34032,0-0 17 7:19:58.103
41225,0-0 17 7:20:8.182
35888,0-0 17 7:25:1.609
41928,0-0 17 7:32:57.773
15610,0-0 17 7:39:41
42299,0-0 17 7:58:29.449
36527,0-0 17 7:59:21.508
40303,0-0 17 8:5:59.917
40403,0-0 17 8:6:16.249
42911,0-0 17 8:13:30.442
32368,0-0 17 8:19:42.445
25270,0-0 17 8:34:30.337
31978,0-0 17 8:42:6.528
38541,0-0 17 8:53:50.461
33686,0-0 17 8:54:48.643
35595,0-0 17 8:55:41.433
43278,0-0 17 9:5:21.651
38789,0-0 17 9:11:59.098
40514,0-0 17 9:14:29.078
43428,0-0 17 9:33:20.379
38058,0-0 17 9:36:24.884
37747,0-0 17 9:49:40.238
31702,0-0 17 9:59:18.980
41806,0-0 17 10:8:38.800
31474,0-0 17 10:13:42.295
31121,0-0 17 10:51:21.953
21997,0-0 17 10:53:55
43090,0-0 17 10:57:34.302
46201,0-0 17 10:57:51.522
29473,0-0 17 11:1:58
40477,0-0 17 11:8:39.584
49355,0-0 17 11:14:52.948
33089,0-0 17 11:18:0.119
33914,0-0 17 11:23:7.493
39544,0-0 17 11:27:20.255
38508,0-0 17 11:33:45.130
49743,0-0 17 11:35:41.864
43949,0-0 17 11:38:28.227
35230,0-0 17 11:42:59.081
41394,0-0 17 11:44:55.308
41193,0-0 17 11:45:30.442
41456,0-0 17 11:49:53.519
43534,0-0 17 11:54:56.378
39751,0-0 17 11:58:20.758
39847,0-0 17 12:7:37.647
32966,0-0 17 12:7:58.427
32938,0-0 17 12:25:23.680
40164,0-0 17 12:28:33.845
33018,0-0 17 12:28:36.291
39872,0-0 17 12:31:46.114
