dock_name,dock_id,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23
E 25 St & 1 Ave,174,0.47437020810514757,0.49966183574879197,0.51954266855257047,0.5258406853343558,0.52332339791356108,0.52167867526229128,0.51321727917472593,0.475015812776723,0.37339235214557887,0.21363304093567245,0.15583540262504447,0.1156709340919868,0.0930392505632634,0.099580637431104874,0.1114446071254271,0.10833945628214559,0.084288513348028171,0.087217771303714789,0.16375822860562511,0.21604151922623294,0.24220657276995297,0.30519239684747285,0.37939560439560438,0.43970516569200718
Liberty St & Broadway,195,0.10887914941968979,0.11221462556475134,0.11115017971558055,0.11363984674329505,0.11244940107393635,0.11966717095310148,0.13563485906387382,0.16691207582296683,0.25031183325127182,0.36653101492169171,0.44808677553634346,0.46313039983926091,0.44580251404551158,0.42485681557846511,0.4076545060802933,0.38415924392589723,0.32772757697456439,0.20695220360024841,0.12258638828194542,0.098826628352490453,0.096904110675070224,0.10164854437039653,0.099668670057019682,0.10690272690272687
W 16 St & The High Line,212,0.18130081300813009,0.19722222222222216,0.16360544217687067,0.16699999999999995,0.16436781609195403,0.17534722222222229,0.21037037037037037,0.29088050314465408,0.34666666666666679,0.50289855072463785,0.66230158730158717,0.677659574468085,0.61319444444444449,0.58687943262411368,0.60341880341880338,0.54772727272727262,0.55691056910569126,0.39227642276422758,0.35307017543859659,0.27791666666666653,0.23214285714285715,0.16829268292682931,0.1702127659574468,0.1761904761904762
Columbia Heights & Cranberry St,216,0.3089285993464973,0.30740769651081074,0.307578597662262,0.31035795887280992,0.31079083518107953,0.30927143651650507,0.31421334177679328,0.30694476202920379,0.28731118781468729,0.25659430807092937,0.23994125386286383,0.23729904522536113,0.23347441323586021,0.24595605423094902,0.25092128362882987,0.241266375545851,0.23877483286709975,0.24861048049975723,0.25327861264541607,0.26974143955276147,0.28695348872476922,0.30177797699088643,0.31429287050815446,0.31331580430087252
Old Fulton St,217,,,,,,0.525,0.525,0.52916666666666679,0.52083333333333337,0.53,0.55,,,,,,,,,,,,,
Gallatin Pl & Livingston St,218,0.5476377746316401,0.52908287492109229,0.52900587784308672,0.51965609430064386,0.515757909552658,0.50747731512219829,0.51857368144384153,0.53211057527604311,0.52536504591299094,0.52775773319863317,0.52656766837919688,0.533801662568786,0.53674284652545468,0.53807740324594278,0.5417258018734018,0.54422896690937883,0.54486582072788936,0.53941120607787263,0.54655747649378261,0.55147893359275413,0.57472919237625164,0.57180180805068237,0.57403761287256516,0.56773730929950861
W 13 St & 7 Ave,223,,,,,,0.86111111111111116,0.81944444444444442,0.78703703703703709,0.65740740740740733,0.69444444444444442,0.40740740740740738,0.30555555555555558,0.29629629629629628,0.25925925925925924,0.34722222222222221,0.44444444444444442,,,,,,,,
Spruce St & Nassau St,224,0.2178917163308422,0.21472841735396042,0.21860501444973826,0.21613073273589878,0.22037541430118493,0.22051906461620618,0.22156420220257583,0.23136706555671174,0.24712263109765731,0.29886510824646922,0.33029650739752525,0.3233361033466795,0.31667829939610942,0.31333333333333324,0.3255302214523153,0.32603290734318313,0.32524647054184153,0.30949110258475049,0.26678333049416958,0.22545498999098398,0.21133965844402311,0.21321757353491541,0.22252897320439957,0.22054337690253026
W 14 St & The High Line,225,0.78947368421052633,0.11842105263157894,0.11842105263157894,0.13157894736842105,0.13157894736842105,0.30263157894736836,0.30592105263157893,0.24736842105263157,0.44736842105263158,0.73684210526315785,0.8721804511278195,0.9385964912280701,0.94736842105263153,0.92982456140350878,0.81578947368421051,0.79824561403508765,0.91228070175438591,0.68421052631578938,0.51578947368421058,0.37894736842105264,0.66842105263157892,0.84736842105263155,0.83333333333333326,0.82105263157894737
E 48 St & 3 Ave,228,,,,,,0.053571428571428568,0.071428571428571425,0.20833333333333331,0.51190476190476186,0.9107142857142857,0.92410714285714279,,,,,,,,,,,,,
Great Jones St,229,0.2383966244725737,0.22792022792022792,0.20358868184955145,0.19605734767025082,0.18955601564297223,0.20411006617903177,0.23211567732115682,0.26598128377487823,0.33970110461338532,0.40973840973840986,0.46387584767866458,0.53885003885003913,0.58277712341316523,0.59602194787379936,0.5769980506822604,0.55062667229967566,0.49080932784636488,0.44944944944944931,0.44830544830544827,0.43481210147876814,0.39948066147328132,0.35379435379435376,0.28494824791121109,0.26015635012174793
Cadman Plaza E & Tillary St,232,0.78333333333333333,0.86111111111111116,0.95833333333333337,0.95833333333333337,0.95833333333333337,0.95833333333333337,0.89583333333333326,0.78787878787878785,0.67261904761904745,0.66369047619047616,0.63888888888888884,0.69444444444444442,0.72222222222222221,0.76041666666666652,0.79924242424242431,0.80555555555555547,0.78409090909090906,0.79924242424242431,0.7007575757575758,0.75757575757575757,0.74583333333333335,0.8090277777777779,0.8257575757575758,0.86111111111111116
Joralemon St & Adams St,233,0.14925995413800286,0.15425641025641021,0.1492901038355583,0.15707821590174528,0.16765285996055213,0.17299712735397396,0.18711985688729876,0.19645732689210957,0.22380952380952376,0.26655011655011679,0.29542387437124284,0.29255189255189251,0.28816199376947044,0.27783796797881305,0.27448107448107445,0.26164051537185884,0.25420193841246486,0.19957054439813054,0.18942461047724193,0.17866004962779145,0.16231253023705861,0.14288941601716931,0.13951405217780768,0.13962602172209168
St Marks Pl & 2 Ave,236,0.74316109422492393,0.73180291153415444,0.72200447928331468,0.71576650300054545,0.70396637772524284,0.70475080151559322,0.71260717688154973,0.63611565739225306,0.52393617021276606,0.38110137672090122,0.31482712765957444,0.29115341545352741,0.30370154473914313,0.31460992907801427,0.2869300911854103,0.29107565011820341,0.28135498320268759,0.34401768444321634,0.5042553191489364,0.71505521141933759,0.79441489361702133,0.79463459759481947,0.80030761343245316,0.74780141843971637
E 11 St & 2 Ave,237,,0.89285714285714279,0.90476190476190477,0.9285714285714286,0.9285714285714286,0.875,0.82312925170068019,0.802721088435374,0.63095238095238093,0.66666666666666663,0.4285714285714286,0.30086580086580089,0.319047619047619,0.38644688644688646,0.34065934065934067,0.22063492063492063,0.22619047619047619,0.23626373626373628,0.30519480519480524,0.3306878306878307,0.41534391534391535,0.6693121693121693,0.7,0.7857142857142857
Bank St & Washington St,238,0.72325185333600461,0.71645745991067877,0.71522784687135632,0.71162130923610423,0.70902638599895462,0.6972894897786589,0.66648598625065869,0.57378256823821272,0.42785628682712507,0.292792513249512,0.263744347301778,0.26912753300768927,0.28818652474566475,0.30137587286885975,0.32667631810138964,0.35290916287353996,0.39058278656889278,0.47116175694094847,0.58317902738524519,0.68819617923560417,0.73095861456056632,0.74587747854394792,0.747859237536655,0.73897911832946728
Willoughby St & Fleet St,239,0.29375,0.359375,0.29166666666666669,0.24999999999999997,0.375,0.3203125,0.41193181818181818,0.5091911764705882,0.62006578947368429,0.726190476190476,0.76086956521739135,0.62073863636363624,0.52853260869565222,0.48721590909090912,0.5089285714285714,0.51171874999999989,0.45833333333333331,0.42755681818181818,0.34375,0.15625000000000003,0.15073529411764702,0.21381578947368421,0.30381944444444442,0.27734375
DeKalb Ave & S Portland Ave,241,0.42318527561273411,0.43007676312868459,0.43686173790741689,0.43852213801356149,0.44165696169772345,0.44310823311748315,0.44633204633204604,0.41680807947674531,0.32446724044844,0.26611151339608929,0.24711623779946718,0.23873126995824132,0.24507895306078337,0.2482604025591931,0.25062168369367233,0.25188828943192665,0.25800391638673542,0.27116289349878475,0.29579829320234347,0.34004786597526965,0.37555775527297625,0.39960447067989074,0.413960990913665,0.41896805742766624
Flushing Ave & Carlton Ave,242,,,,,,0.0,,,,,,,,,,,,,,,,,,
Fulton St & Rockwell Pl,243,0.4443836509470202,0.43769651799231363,0.4264563851424284,0.42247937558662191,0.41729377366629911,0.41419452664530793,0.42950274030881624,0.48692108730662215,0.582994222259133,0.68929828929117554,0.69817150499204428,0.68321842790933629,0.66626243026922227,0.65513536240685888,0.64498359257460314,0.64118833017077825,0.62543282445473058,0.60131526317027939,0.56708843159065581,0.5344150865669588,0.510711040436166,0.48330032560169162,0.46222627937925487,0.45212623228139787
Willoughby Ave & Hall St,244,,,,,,,,0.84375,0.7578125,0.60416666666666674,0.51875,0.421875,0.41145833333333331,0.41875,0.41666666666666669,0.35,0.25520833333333331,0.2265625,0.1875,0.275,0.34375,0.38541666666666669,0.375,0.375
Myrtle Ave & St Edwards St,245,0.36962841253791689,0.3687612321467984,0.37316145327973627,0.37266127013268835,0.37251784555483425,0.3691925465838502,0.37896137136698937,0.37772976182621848,0.35060639470782812,0.29767234374751012,0.27146458787681993,0.25541740674955493,0.25574899916208937,0.25945640397569286,0.2657910295128062,0.27387300824725691,0.29176538387654477,0.303889328063242,0.32577483691750725,0.34209998302233358,0.3474120082815747,0.36031758034026429,0.3621698914160596,0.364626301898124
Perry St & Bleecker St,247,0.81355218855218847,0.81028806584362145,0.77564102564102588,0.791761148904006,0.77037037037037037,0.76832955404384,0.74621212121212122,0.69259259259259276,0.6724279835390945,0.55967078189300423,0.49638663053297177,0.51083158630328429,0.44633408919123213,0.49037037037037023,0.49093774625689529,0.44935752078609226,0.48592592592592593,0.55092592592592593,0.6342592592592593,0.74213836477987427,0.78062678062678048,0.83893195521102493,0.82809224318658281,0.82461873638344207
Laight St & Hudson St,248,,,,,,0.45833333333333331,,,,,,,,,,,,,,,,,,
Harrison St & Hudson St,249,0.19552395352321816,0.19860381099838412,0.19582953178097789,0.19329737504494818,0.18886935164252425,0.19191010594248828,0.19389892642052869,0.29252861306604133,0.41180771087661244,0.54829717944471923,0.5952151573538853,0.5925792169923626,0.59007224109116252,0.58982843137255048,0.59038307509597543,0.57590101312074526,0.5477765298057341,0.4438009173683844,0.29025355297157551,0.22005608047947478,0.20660071209911529,0.19974609096679757,0.20125592720748484,0.19775789029191013
Lafayette St & Jersey St,250,0.14126658243840762,0.13178432642487045,0.12758405977584072,0.1297288359788358,0.12275784753363221,0.12532594524119942,0.17064935064935072,0.26854089219330862,0.37955495818399054,0.55541569086650988,0.62782420749279466,0.64978260869565274,0.6393312101910833,0.64380966587112187,0.60410156250000058,0.58536957849725024,0.55272171253822644,0.500553165334974,0.37513694461351144,0.24757967528562883,0.200763016157989,0.17298598949211902,0.15817784256559742,0.14619122257053305
Mott St & Prince St,251,0.45837646652864078,0.45723410959296451,0.45549525292047038,0.44925562817719755,0.44327145831500475,0.445588388227779,0.43595899201280341,0.40304923990604252,0.3948517516356706,0.42603321745847744,0.49448621553884692,0.53944221999777642,0.57288635884461281,0.605321413367388,0.60615990456890889,0.61107498446554143,0.61341325688472048,0.63892140286990062,0.64701204271756352,0.60433057063121409,0.57520700458766849,0.541153032000995,0.5106884499715526,0.48067444876783372
MacDougal St & Washington Sq,252,0.47472527472527476,0.53714285714285714,0.65714285714285725,0.53333333333333344,0.50714285714285712,0.62857142857142856,0.54642857142857149,0.43296703296703304,0.35428571428571426,0.26666666666666666,0.20168067226890757,0.19047619047619047,0.22142857142857142,0.25882352941176467,0.27563025210084036,0.25714285714285717,0.33109243697478985,0.3214285714285714,0.38171428571428567,0.45850340136054429,0.51818181818181808,0.44844720496894414,0.49480519480519475,0.45571428571428563
W 13 St & 5 Ave,253,0.1918253599628425,0.17975986277873027,0.17456846950517854,0.16923076923076896,0.17316471046818827,0.17022004032611571,0.18056365403304214,0.18627191672710205,0.21560330578512385,0.27704370073866197,0.325085800941816,0.36449794669458058,0.39654062751407948,0.40733336064566394,0.40023267409007862,0.3889491242702256,0.37213651238896606,0.338598694123557,0.3170558039410496,0.29514960501002807,0.26085858585858496,0.2308023265078479,0.21199968296742469,0.19460427055363777
W 11 St & 6 Ave,254,0.49289967934035722,0.47500000000000003,0.49382716049382691,0.48284415047540319,0.44088217275883196,0.47344632768361583,0.46892655367231634,0.46013810420590079,0.42305084745762711,0.41596045197740095,0.36579812800404754,0.39733962668955153,0.38874402433724475,0.42288135593220338,0.43789180403993488,0.42016057091882253,0.40743155149934818,0.4623471358077666,0.44020715630885132,0.56476250261560978,0.56194511702986294,0.564500941619586,0.53332049306625606,0.50956106040851812
Lispenard St & Broadway,257,,,,,,0.24390243902439024,0.24390243902439024,0.24390243902439024,0.25783972125435539,0.25609756097560976,0.27235772357723581,0.26829268292682928,0.17073170731707318,,,,,,,,,,,
DeKalb Ave & Vanderbilt Ave,258,0.46527777777777779,0.46979166666666677,0.46969696969696967,0.48854166666666665,0.48854166666666665,0.45359848484848481,0.40345528455284557,0.35975609756097554,0.17151162790697677,0.12393162393162391,0.133578431372549,0.13063063063063066,0.10763888888888891,0.11827956989247312,0.1472222222222222,0.1388888888888889,0.17142857142857143,0.19852941176470587,0.25651041666666669,0.351010101010101,0.44791666666666663,0.42892156862745107,0.4620098039215686,0.449074074074074
South St & Whitehall St,259,0.04878048780487805,0.073170731707317069,,0.12195121951219512,0.12195121951219512,0.17073170731707318,0.11149825783972125,0.17073170731707316,0.45644599303135891,0.916376306620209,0.94425087108013939,0.95365853658536581,0.88075880758807579,0.7642276422764227,0.74796747967479682,0.7127371273712737,0.75914634146341464,0.62059620596205967,0.17886178861788618,0.075880758807588072,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.024390243902439025
Broad St & Bridge St,260,0.12299967606090047,0.12491315675206273,0.12076049643517289,0.11873271889400909,0.11380316462798784,0.12081697673095515,0.13449251920743988,0.18921445673241338,0.35365005793742749,0.54418273444347232,0.57780745806175893,0.58253251639256043,0.57110278546994486,0.564927615405628,0.554234554857366,0.51954099451189106,0.45942367601246109,0.29339182890046595,0.16491341991342018,0.1319936034115135,0.12337517877006191,0.12089995312744113,0.1205938254481943,0.11900754180784782
Johnson St & Gold St,261,0.5877150667309855,0.58604246199182908,0.59088238749853039,0.59287607546313859,0.5876570705820866,0.57710667452896569,0.54104782814585206,0.50551615445232378,0.451284986237157,0.38869296147661669,0.39196435612333475,0.38559466624668548,0.37549573764443905,0.37773788150807835,0.376468838316228,0.38249059870681518,0.389869957644894,0.41414629562509281,0.43672014260249503,0.47301885806822325,0.51164058241843824,0.53704342934580984,0.56175998584732834,0.57965987766350735
Washington Park,262,,0.88,0.88,0.88,0.88,0.88,0.84,0.8,0.76,0.64,,,,,,,,,,,,,,
Grand St & Elizabeth St,263,0.44183006535947711,0.43950617283950616,0.42116402116402124,0.40277777777777773,0.42857142857142855,0.4055555555555555,0.35888888888888892,0.32397660818713453,0.31975308641975309,0.27999999999999997,0.36140350877192973,0.39047619047619048,0.34518518518518515,0.49673202614379069,0.43137254901960786,0.52444444444444449,0.51269841269841276,0.45396825396825397,0.44285714285714289,0.36349206349206342,0.38765432098765434,0.37516339869281046,0.35321637426900576,0.380246913580247
Maiden Ln & Pearl St,264,0.341923980873653,0.36325514703893053,0.36162167147581553,0.35857159162243907,0.35907656535459254,0.35847619047619,0.3393408930855572,0.35486093534688884,0.48179547036900583,0.65271482434290284,0.68214404028357412,0.66748677248677191,0.65122019188662028,0.64009837123044644,0.64110031035095461,0.62168724279835463,0.58675695390671379,0.45305739244019866,0.29290982344831218,0.25299817329838753,0.26993719635027841,0.29944229944229855,0.32395589794692919,0.33799685483433684
Stanton St & Chrystie St,265,,,,,,0.89189189189189189,0.89189189189189189,0.90990990990990994,,,,,,,,,,,,,,,,
Avenue D & E 8 St,266,0.80772946859903394,0.803286384976526,0.82192982456140318,0.83244444444444465,0.82807017543859651,0.806572769953052,0.77333333333333321,0.72179487179487178,0.55090090090090083,0.42333333333333334,0.32303921568627447,0.27541666666666675,0.25400843881856544,0.23208333333333334,0.23333333333333336,0.22987012987012984,0.2837606837606837,0.41518987341772157,0.53287037037037022,0.62207792207792223,0.68803418803418825,0.74374999999999991,0.77749999999999986,0.777294685990338
Broadway & W 36 St,267,0.081010402340042267,0.081742677191695826,0.079922721986720222,0.079303675048355782,0.07539118065433846,0.082403589619209419,0.079925828612091937,0.075929069986794981,0.079804040364557821,0.1096767483733415,0.12753595700964157,0.13144868691104819,0.13395388033402258,0.13586501153692485,0.14084184341450623,0.14253977588291031,0.14214454045561645,0.12400687485812455,0.10659697625292767,0.0891513213093864,0.08725447704474236,0.081521873991910437,0.080354532163742748,0.077969110368239475
Howard St & Centre St,268,0.047619047619047616,0.0663265306122449,0.089285714285714274,0.041666666666666657,0.035714285714285712,0.0744047619047619,0.071428571428571425,0.071428571428571425,0.37857142857142861,0.5535714285714286,0.62857142857142867,0.4642857142857143,0.39880952380952378,0.43571428571428567,0.3392857142857143,0.099999999999999992,0.17857142857142858,0.080357142857142863,0.14880952380952381,0.028571428571428571,0.077380952380952384,0.014285714285714285,0.017857142857142856,0.035714285714285719
Adelphi St & Myrtle Ave,270,,,,,,,,,,,,,,,,0.37037037037037035,,,,,,,,
Ashland Pl & Hanson Pl,271,0.49019511716835035,0.48883752950432757,0.49612328898248337,0.49394202750370642,0.49743459486918956,0.506522398624735,0.47286269784763657,0.42095177259661432,0.36353573687539514,0.322889827888282,0.32508960573476692,0.31176022352044686,0.29939671934985329,0.30896287474757922,0.34718512430655429,0.37746671578171892,0.43830580438046907,0.52557678254515128,0.555359001040582,0.57055811571940618,0.56232135565536934,0.5371365989645569,0.51238262054201356,0.49788306451612868
Lafayette Ave & Fort Greene Pl,274,,,,,,0.055555555555555552,,,,,,,,,,,,,,,,,,
Washington Ave & Greene Ave,275,0.50609488563743554,0.51578566532104653,0.51936655798788878,0.52264758932371314,0.522539532688222,0.51289243283313046,0.49960204893777654,0.4481864251227004,0.36536602343478108,0.26552747168066604,0.22840719728884654,0.23214520090750543,0.23372180451127797,0.23254623044096698,0.24612152864769118,0.25031385803959461,0.26104953674152387,0.29092446340385431,0.34709210999451146,0.41071262226362365,0.44840622683469267,0.47397640527411589,0.49040523252671187,0.50512942974496189
Duane St & Greenwich St,276,0.25961538461538464,0.25,0.25,0.28205128205128205,0.5,0.4,0.358974358974359,0.39743589743589747,0.38461538461538458,0.44230769230769229,0.67307692307692313,0.61538461538461542,0.57692307692307687,0.44230769230769229,0.46153846153846156,0.28205128205128205,0.19230769230769232,0.28205128205128205,0.30769230769230771,0.4358974358974359,0.19230769230769229,0.22115384615384617,0.30769230769230771,0.23076923076923078
