dock_id,date,hour,avail_bikes,avail_docks,tot_docks,avail_bikes_proportion,avail_docks_proportion,latitude,longitude
490,19-04-30,6.0,3.5,62.5,66.0,0.053030303030303032,0.946969696969697,40.751551002273537,-73.993934005397733
494,19-04-30,6.0,5.0,61.0,66.0,0.07575757575757576,0.92424242424242431,40.74734823300777,-73.997235519635
281,19-04-30,6.0,2.5,63.5,66.0,0.03787878787878788,0.96212121212121215,40.764397099157918,-73.973714650605132
497,19-04-30,6.0,4.0,62.0,66.0,0.060606060606060608,0.93939393939393945,40.737049839934365,-73.990092958561021
453,19-04-30,6.0,32.5,33.5,66.0,0.49242424242424243,0.50757575757575757,40.744751486448756,-73.999153614041418
303,19-04-30,6.0,9.5,57.5,67.0,0.1417910447761194,0.85820895522388052,40.72362738,-73.99949601
450,19-04-30,6.0,8.5,58.5,67.0,0.12686567164179105,0.87313432835820892,40.762272042954116,-73.987882056192319
3164,19-04-30,6.0,58.0,9.0,67.0,0.86567164179104483,0.13432835820895522,40.777057496494237,-73.978984753365708
492,19-04-30,6.0,11.5,56.5,68.0,0.16911764705882354,0.83088235294117641,40.75019995,-73.99093085
519,19-04-30,6.0,3.0,66.0,69.0,0.043478260869565216,0.95652173913043481,40.751905842889087,-73.977745091521328
517,19-04-30,6.0,2.0,67.0,69.0,0.028985507246376812,0.97101449275362317,40.751601656580974,-73.97801139222851
470,19-04-30,6.0,42.0,30.0,72.0,0.58333333333333326,0.41666666666666669,40.74345335,-74.00004031
422,19-04-30,6.0,27.0,52.0,79.0,0.34177215189873417,0.65822784810126578,40.7705129976923,-73.988038004327521
501,19-04-30,6.0,49.0,30.0,79.0,0.620253164556962,0.379746835443038,40.744219,-73.97121214
445,19-04-30,6.0,65.5,13.5,79.0,0.82911392405063289,0.17088607594936708,40.727407942796596,-73.981420053292339
3101,19-04-30,6.0,2.0,25.0,27.0,0.07407407407407407,0.92592592592592582,40.720798223901241,-73.954847133335491
3044,19-04-30,6.0,0.0,27.0,27.0,0.0,1.0,40.6800105,-73.938475
3535,19-04-30,6.0,9.5,17.5,27.0,0.35185185185185186,0.64814814814814814,40.804038,-73.945925
2002,19-04-30,6.0,20.0,7.0,27.0,0.7407407407407407,0.25925925925925924,40.716886995850047,-73.963197994394989
3408,19-04-30,6.0,25.0,2.0,27.0,0.92592592592592593,0.07407407407407407,40.6881529,-73.99520919
