bike_id,Manhattan,Brooklyn,Queens
46414,500378,155302,13104
46186,494711,214098,69304
42796,1324710,447900,101730
35772,1409078,326350,55152
49044,172009,54084,992
40192,1062619,293780,53757
43921,678900,116281,25573
42521,824557,111082,17220
46761,502329,79554,37441
44620,877885,318945,41494
46249,436113,169248,27676
47700,980265,953803,21743
48841,195795,51999,9318
36811,1063798,231252,54721
47729,243187,97272,26777
36572,345377,72552,42547
42204,481791,62627,10033
46381,551908,246349,24042
37109,793951,313004,37794
45413,679594,156131,10663
47294,480743,127850,22044
47873,615919,204318,35177
47916,559546,154017,53958
46979,578219,102355,20608
44591,931450,227131,36737
48285,832964,66815,15473
44112,998686,278401,67663
43510,764288,199121,54863
44826,984755,274417,27496
36036,350512,398141,30806
47525,903457,308546,23089
44942,620352,194247,37959
45325,811736,251519,47802
46037,618205,279739,35656
45682,705506,197688,4799
47019,223621,86720,25986
47539,384839,151501,14791
42614,682571,329397,308833
46036,456952,163120,19815
47396,207057,65541,7319
47118,565894,104789,17636
37412,254508,89399,18630
37824,1688811,844008,42160
45888,450136,199582,39696
45779,589899,274520,24611
44978,1093769,173116,40031
45592,623251,203003,24408
47886,497650,144425,46335
47894,622016,163109,44834
48627,420934,96375,21842
43544,812495,289064,38645
44669,254874,2112669,8923
45440,195720,64592,296280
45061,258304,105232,36992
44131,930058,333560,31405
45147,614718,697398,38303
37024,174072,45418,10300
48122,522260,164352,36014
47828,443627,168579,35156
46019,804203,155956,40693
46470,661239,89875,21677
36299,425497,176866,18793
44832,757228,172500,45107
43500,1527288,402480,32937
39025,1654630,462613,62006
46607,583617,82402,11391
47445,1189630,261537,37988
49282,261973,84511,8913
44915,385630,93199,9520
45139,639827,220349,18124
45786,787856,203265,27788
46700,624113,95664,13878
37581,958946,260010,68692
44362,869141,267467,94934
36724,297910,110350,30243
46468,1931530,78092,22900
49685,201944,57368,38498
46691,231499,97960,2938
46610,526709,169459,18935
48899,204535,27116,1070
41629,326329,72342,7590
44483,996744,124324,61350
42475,1041410,144711,48988
44421,374277,37191,9885
41480,1056757,257859,41740
48153,733906,177502,46434
48840,166489,66983,7172
47130,614432,64683,41573
46411,211939,74877,503
44575,766470,293517,82637
41236,404713,48243,2376
44851,422754,219408,8384
45730,645605,235061,33504
46568,624337,142041,81894
48536,394499,187586,17062
36945,274465,136273,16570
42402,1002397,222571,92764
46142,634585,302056,34883
42536,618382,279963,35743
37822,589410,200457,26344
48045,779215,168671,67984
49733,277619,33195,10539
44086,1066243,364160,62239
45134,642724,283674,49679
35685,837467,161252,45188
45979,647710,107465,39288
48582,389287,146256,14915
45843,383811,91525,22316
44391,466994,159578,23265
47971,374489,112759,42661
40215,1746423,726804,220317
35640,358673,130545,60616
44599,1622812,315086,40247
48849,149559,82396,11167
36892,1428987,479243,50664
46487,670269,199663,3409
48729,589905,69926,4048
48338,497488,120125,9252
47138,526414,143812,41615
48057,603833,108033,40966
43660,1017432,270851,48613
42629,979799,110014,32614
35981,398490,122512,44808
44667,816279,203192,53695
44099,2199322,2013080,49894
48999,149378,49209,16631
45962,747161,250837,48461
46140,575624,165571,43959
48180,636999,166825,35746
46258,119196,17153,5513
49252,179213,26891,17356
44075,366147,87070,41658
45223,364431,142184,19860
47386,270794,132520,52106
48187,515452,157174,37424
45669,601239,253953,60092
37638,404145,138250,18303
46085,532203,93158,10773
46425,713776,112163,21713
47996,407121,183284,10446
48611,426892,214076,32726
49010,125000,53982,2054
47332,476483,117387,25992
34686,1174808,238125,30239
45402,692017,157809,36185
46259,574078,164928,54915
46500,967208,226519,39016
43731,926240,254226,77066
47103,548364,117161,3045
46806,503017,173009,36251
41380,1803856,828583,118546
46157,488999,132113,16623
43498,1353645,299784,56913
35678,4123541,375227,56519
29549,128014,21004,11479
47048,410130,100053,5406
35694,1443427,336669,43979
48063,581141,134656,144559
41850,1000780,455209,94183
46733,823091,160132,10962
47094,570258,119376,13452
46916,564425,140501,15811
43282,1159498,372837,47968
45943,644135,167088,29527
35575,494721,146142,25738
47486,222185,63727,1275
42429,188749,84357,22494
47115,251025,40881,16249
44770,1308438,224626,53910
44262,780990,132819,49853
36170,431679,531888,37995
43704,711546,358917,69159
46950,506285,73900,11514
37602,638981,132931,18877
46366,332807,185551,17555
48887,94691,17210,17826
37583,766618,405925,166110
48866,177724,62642,3154
46908,319022,141017,32336
36482,1222268,261825,64660
37327,653267,120030,76658
44432,724434,143043,281736
44137,884668,326789,23860
48224,494842,182482,28263
48295,231641,103884,9483
26254,66361,35258,20140
36454,484458,67965,10140
41397,1700812,558577,68786
44138,872536,927643,40322
49235,129574,40618,8006
45399,648342,182640,19066
44961,831758,189499,47849
49309,81045,15652,6787
47577,442908,162204,25580
46404,535036,120000,54569
46578,403690,145522,39774
47250,451442,203494,17582
48623,293831,55375,40705
49466,329916,100199,7734
46098,623423,132996,22370
47761,571556,223400,25186
47479,244309,104712,14774
42887,354794,116439,40115
35793,612233,125828,48702
36980,654762,939689,45211
41436,586039,77114,19125
35301,4545301,1064798,214887
40744,1036217,689999,139485
33941,1195635,364567,7659
42426,1048344,281876,62503
42833,1098841,498220,74560
46501,732275,102688,9399
49899,177239,72162,4775
44406,384357,171427,26179
39441,1556541,547219,40916
36539,745210,204016,73531
48301,294011,110583,21799
45169,231015,30657,15332
49542,214851,58540,11063
37439,615077,145629,34383
41046,842756,258265,27987
42125,147217,44400,20493
47039,509758,95507,30280
34741,1153836,270384,29538
45978,643781,183778,27402
45724,469777,111615,23312
47260,251915,1876,1900
44311,1132676,209397,30530
35664,1159957,176913,8550
35710,649043,129536,29028
49082,115989,7772,6786
46217,518021,118871,13054
46408,481264,147087,34906
35552,1812742,215349,18652
35248,2026731,664933,51465
46099,544833,125118,17708
47668,334375,77001,27110
46886,618712,108432,11453
42998,1278572,456931,50457
36820,919059,870345,153051
35759,748817,718336,34866
36416,922447,390157,49555
49647,184116,67694,2589
49014,305096,3103,4413
49352,352019,150072,30305
49508,109515,35126,14877
48808,250404,38271,17377
44572,741226,159688,44213
44198,1095043,226436,15123
46174,295473,72094,45577
49591,223895,32219,14177
37669,668109,164304,39424
48889,307040,46915,8656
36910,382151,185628,24488
38573,1255311,289265,34755
49977,166420,93208,30771
48541,340396,110544,28693
46702,463719,175518,39726
43376,1247965,358912,108035
36475,1836956,228355,40908
48275,448866,119983,32959
42255,59482,17115,1858
49311,329957,117358,7509
37023,174697,45081,31022
49808,142978,66302,20146
46677,682238,175413,26304
39895,909430,111561,11455
35561,886498,181350,38600
37456,308873,43496,12889
46549,594192,140625,13190
48466,362286,65318,19227
45967,487455,213505,29647
49582,1385424,160927,9487
32711,62262,35465,5045
34691,471485,149307,32899
26195,288875,59732,736
35680,3089146,118872,3954
28332,447735,52607,2000
31819,85720,14382,3238
35733,372850,50446,12452
35544,929738,155610,34443
45417,531558,186681,40375
37181,564206,130906,18034
28466,433076,152933,11118
48691,274718,485004,14232
24462,252271,4560,2937
30707,1053424,292166,27833
35609,1032881,264876,38895
49247,217718,73016,4005
22722,746817,80810,5274
48730,387468,123560,15577
47140,482847,94666,24808
37107,222981,87911,10605
49674,739251,61263,10024
35704,980414,207508,37673
34814,738502,122350,37366
34787,1001460,241191,32281
35686,837671,150111,20756
49660,174141,109610,4123
47265,435945,155083,30536
36102,364783,32833,19099
49789,253312,84729,1757
37250,630249,88147,52249
48552,384280,136519,14925
49981,189641,63991,10634
31365,678824,243468,16097
44973,100404,32342,3675
48570,491111,103189,33547
48239,484979,104841,39955
35787,849627,118779,9739
48756,148281,53691,5756
34823,1636138,337122,44703
42184,148644,26908,1136
23943,203804,366562,2239
42569,215904,18686,5360
35535,1902741,312502,76741
49119,201587,47318,15529
35004,941135,182162,21511
48821,121001,25814,8436
43088,1114028,441937,86544
48215,365562,45781,3320
50050,96253,23869,5759
37454,731206,224067,40747
48812,473516,109721,25027
48232,200714,25203,8430
34807,774792,153242,8790
50021,198975,24703,3535
37883,251581,107108,18712
37574,206715,40237,7257
45467,636596,173197,39507
36415,494270,151074,20766
36899,237545,43780,10482
48256,492739,145317,11174
42306,702800,268424,41485
49835,372984,73097,7658
47253,203041,23225,42163
49361,47336,11494,1704
36786,944560,1179527,16278
46816,376465,179823,28485
35556,522043,288020,26618
46550,496930,30023,30970
34713,1307120,264425,34573
34749,1850171,399865,61747
32432,164808,49197,892
36176,138221,22835,3494
49091,333286,87874,27404
48478,330676,154020,31052
35947,824509,1466879,1554569
49075,279964,23916,24074
49668,299127,64627,8992
49482,310966,109806,10624
37446,367730,280510,27301
49180,359774,27905,19123
25390,238913,12308,2523
26206,93316,8326,7631
49429,307053,73495,28571
48830,193644,54707,1679
35546,1196621,108644,10020
49821,633359,150843,9825
49772,256413,56540,21802
24533,265372,41298,542
34983,1236390,194048,16931
37204,288336,42623,9400
47302,405568,135824,49682
35738,395414,72004,16570
47409,722057,273901,27380
47158,388644,81937,21125
42793,505900,248420,43330
34812,1541863,402785,39071
36321,327896,147081,10694
49609,164240,44697,2785
37722,119925,24365,16176
49917,218143,122358,11106
48704,413150,139014,36923
47342,677357,104319,11493
49555,159205,42400,9349
45935,426155,173136,37121
49434,206084,126261,5114
49572,414474,57976,16562
36421,766386,493953,47765
35756,726371,108708,34392
34726,1851188,437238,31099
49600,156956,41753,5403
36343,159201,83806,15316
49137,190946,18810,2596
32783,367366,34338,3511
36540,223105,51023,18926
37071,1676488,516743,131783
35681,1349754,234711,18051
49920,270763,58496,20650
37876,570345,109169,37680
36213,174609,76089,1535
48993,236984,42364,2322
49116,288431,114033,19165
49874,240420,94234,8159
49532,320029,107288,14807
49867,220460,44955,43676
37479,220496,53245,11180
46751,397873,171544,18259
46022,592146,167993,28441
35669,720242,110494,30149
49849,123223,51850,19343
38257,681553,1066166,37471
37019,456612,43179,8905
49859,187511,58880,13175
47339,420186,123860,46995
43018,681236,220116,29699
36610,233804,53314,5860
48805,125761,20085,10776
34789,1294641,269873,44962
44336,129930,20687,4769
35662,666620,146847,12279
34861,1467848,313032,43305
48137,494930,224169,24054
49721,211688,71319,9511
37323,269559,43146,3294
49900,178801,90942,13124
34781,100636,22797,2942
37158,102955,26175,3409
46323,559629,104431,26266
39163,166630,92183,8228
45997,648374,183574,43002
37675,367573,98750,18752
41415,621665,133599,12577
42200,166015,35669,1782
36713,340687,110292,13573
49640,311087,70382,3070
34387,954639,184902,25904
41752,648749,114213,86275
49952,169860,95482,15267
49047,209213,73919,4824
32052,944548,218881,17231
49964,252330,62073,13360
36826,294413,65042,18944
37823,865606,352903,41492
37646,168172,21681,291
49006,1033666,31537,3111
36510,979762,182164,17812
49801,343480,49020,14149
47095,484288,128871,6830
36906,450003,96488,6633
48292,562767,200539,33729
50012,205739,65209,4870
42028,1349943,288037,55021
48492,268136,88363,17767
36762,265519,69048,3400
36598,551559,53516,12812
43941,805403,220344,16710
48560,437753,108160,31021
47228,663574,103029,6711
31585,79150,22069,3768
29514,326892,38513,7040
42393,240211,137655,21049
49202,226969,30159,20249
47266,384414,121021,13585
34776,918909,208497,19110
47170,479321,91810,25511
46757,611022,97597,9501
49992,201296,52605,8977
41866,592801,86107,6650
49970,199683,51224,13958
49472,307527,93706,14548
37629,507110,181063,31424
36347,329064,91194,69748
48878,183593,73240,35178
47084,624534,120428,15744
37209,516132,71003,15802
37316,156649,11904,9187
37657,593676,164796,46707
31729,168794,65204,23057
48537,175196,47482,3661
36772,416811,286198,16553
36985,1009885,378827,49990
44858,476509,236935,18159
48714,562350,111416,25685
36256,170064,42735,10397
39378,178189,82113,18403
48136,560345,156643,32609
36327,169398,28050,5999
37502,167192,34474,9695
36005,430218,264970,19718
42467,555662,235921,12411
44390,351062,64083,11991
37737,260252,35973,5333
49929,205559,67241,7892
45981,648634,177686,42394
45126,852758,157135,16253
45101,1262811,203673,40453
47325,406166,85742,19123
42394,272814,83869,8043
45948,70036,14059,5785
45552,2270341,172696,9909
44338,668855,227353,63614
46680,715197,132824,25764
36217,92175,11551,3116
47317,178386,53163,790
42391,773629,144458,12262
48706,287784,225339,23354
47848,515609,158708,17988
45897,705450,169523,44847
38393,847897,373480,54795
49233,239884,33388,2904
47777,615295,267592,16447
48612,251427,75097,7346
29914,166826,44218,3070
45703,677636,213561,19977
45710,442063,202438,25116
48602,418924,43442,21554
34711,84100,47525,4651
37665,781253,167105,13461
41961,621838,78414,5771
37312,156044,19109,4178
46481,407165,332703,16869
36341,184410,11792,14688
36272,1339524,158171,35321
47185,598954,40315,5735
40263,803371,137234,24583
44855,720654,193095,61430
42218,278186,41133,23909
48792,65542,55541,29822
44594,868118,263687,38601
48919,39140,50279,32029
43560,161399,157656,20039
37813,156002,29867,4745
46934,563322,96656,26861
49224,277059,1918,2970
49028,154512,14391,21979
45584,847603,116563,6438
46436,516500,162264,25523
45985,376589,200773,19979
49030,224525,8341,2366
29255,550290,58921,27149
49321,321127,81749,18942
37060,691068,158646,54151
46104,451909,73347,3473
43521,323012,157380,6372
35608,1184968,184878,27299
43752,593097,280765,35604
46005,698972,165892,11394
46917,476455,56537,579
48453,235301,76467,5014
39667,729335,97088,49951
34123,225469,33559,23506
45045,475852,207429,34076
47795,177793,96686,19004
46889,527968,110385,14713
46926,898258,66421,18393
49889,248809,72776,7116
45348,276363,77978,490
49358,347002,83565,20555
45699,545288,108844,47832
46374,579123,64201,1763
48375,228963,98846,2252
47114,523056,87062,7016
44579,708060,136291,50657
46514,611075,123405,5285
47010,532467,138263,11349
48657,347827,103557,28643
49545,150076,63368,23359
47177,380276,215824,8006
48188,162119,72774,30935
49281,277161,94646,3017
48519,284964,61965,16388
47699,543621,115993,6735
35861,83092,11556,3117
47923,480784,133853,27917
46692,1338509,162707,20940
44895,619299,154230,20223
46640,648401,193514,35453
36253,457600,88327,17042
47159,700854,122239,7014
46545,602123,113862,36465
38402,278817,92833,18537
49104,5166,14313,4935
47322,733077,169182,49840
44350,739581,136707,63510
46834,37906,3227,1741
46416,274577,84042,9612
42188,214110,51060,772
46746,285368,76751,14578
36800,538581,182571,40011
46800,494694,115567,2978
36258,293077,24970,1689
49257,53825,85489,1858
41694,855278,48777,10070
47028,213015,78628,11451
48567,389684,136290,17544
41681,393506,114808,18191
49550,262494,78301,21724
47385,124598,60262,18053
42156,787331,184310,67023
46792,573536,140425,17075
37704,261209,154488,4905
49991,203028,57259,16552
46283,736187,157298,10485
47267,532798,126279,43129
44670,1569688,83791,19296
36998,442511,93234,25328
37731,637333,117552,41522
49025,267679,8313,13548
45361,115998,49294,25719
37852,64441,12395,4096
42539,164823,53567,23047
37691,299017,70044,13616
37220,296257,145982,14889
42327,200880,28399,27224
36114,783626,844924,40315
37086,451017,111224,37916
49084,226126,103422,7118
47053,77402,44786,18715
29237,148413,13292,2083
45132,219301,118611,8683
46123,223236,69909,9815
26225,96793,16598,2597
48860,252063,35283,25502
47146,149815,42411,2141
50051,67341,57601,5665
35639,687456,79744,22440
46291,155401,9443,8381
34665,566040,170759,26413
42993,362814,86567,6564
47523,435354,137395,33752
29455,520648,36145,5621
37305,262273,71205,83403
47997,599999,175464,28150
47116,196373,56694,9576
44990,882393,250950,40175
37463,186206,87332,2335
48332,141286,93312,10199
50088,150199,32485,2106
47066,458624,71890,13661
43492,1262065,129209,25705
37682,192147,91067,14626
39061,288181,31681,18143
39514,178544,71004,8902
31727,362066,76087,1068
46222,569649,205453,7494
49706,313033,29408,12138
48789,130115,13735,9410
45258,771124,298660,20850
42587,350059,93490,14181
40233,197593,55428,26081
39288,237204,84126,22683
46332,628930,127743,34027
46776,279530,129220,35730
43884,726534,80927,16208
36438,100749,25416,2086
49073,192669,27254,2153
37561,98181,25160,9062
49592,198241,65921,36160
35792,309913,23226,8890
37535,352788,55693,41264
45050,339105,58751,22106
42616,1016749,392559,82960
46857,328219,608687,16082
36318,155098,70998,4405
46991,475134,236157,21489
42365,189118,23823,4099
48917,111130,52039,30496
49790,210057,61639,8142
48935,339987,93663,37780
26289,116029,16267,3488
38381,77092,26361,1423
46417,532405,205680,15495
49518,208505,50358,12196
35691,614099,111444,14930
49888,312650,78634,9059
49615,188083,5352,4330
42274,610226,143466,19538
36464,134748,57148,9085
48867,202555,39535,17213
40142,35677,5876,2277
41861,204616,92214,8684
49440,186974,101609,3739
48373,471961,247384,11479
48597,349360,127180,14930
37453,197027,49988,4924
37091,84742,15541,6623
33944,132774,66771,6727
47204,394809,161887,4984
45359,221954,29067,4680
49062,260301,25414,4410
46322,876709,63082,2218
36893,452364,39588,12087
37367,243164,37138,9653
29457,52372,13646,1276
43100,336212,189362,10929
43250,793348,173202,20419
49186,221634,31390,2482
48825,144002,41807,13536
49507,417606,44501,7991
49408,392696,137948,10469
43959,62758,85814,2522
49996,183404,38857,11281
37475,197405,47307,1778
47846,270169,759518,6764
47307,389229,138701,18661
48773,205098,64134,4773
49032,205122,28682,12590
46555,625228,163577,3886
50005,189909,66629,8899
36781,238510,46126,11647
44886,122985,79978,58963
37633,70196,4024,350
35548,556132,77137,7101
49128,108564,69711,14437
49033,230483,11880,4602
47888,102127,54232,6565
48674,377183,108043,15792
49265,133435,55025,564
49126,166149,37429,33193
49110,409320,82750,23115
36746,521649,132873,57214
50069,116065,40908,35530
50002,184107,69238,15821
49272,222922,38164,10591
47955,79797,12942,9045
44540,129578,29382,737
41229,566324,88718,8782
49893,199494,59493,21470
43069,282699,256513,41700
36298,410685,47809,14079
49286,274433,92724,18547
26310,258980,58109,2319
44640,179555,124337,26483
37505,37293,3002,3285
49570,249963,54834,13854
37200,90687,42048,2104
49911,278352,24240,4928
42814,172624,81912,43227
36091,309810,81945,25382
29475,144806,1155,1296
34162,133534,62127,15300
47711,95823,28001,4966
35653,353001,99398,9465
44076,98574,28817,37063
49023,150106,121028,2560
48399,494669,288167,36508
44232,362894,82879,2007
40695,182770,16668,2969
29594,18862,2252,1361
50093,301622,37311,13002
49933,119425,59489,18488
36481,214226,44513,14231
49549,114904,58430,5601
50065,266951,35602,751
37543,505300,136167,6033
47429,133606,67296,13465
45142,147225,39533,22921
43557,30380,53277,12633
36266,54390,6706,2777
45800,52766,35591,4921
46591,52275,11660,1108
49043,172242,80254,10285
49338,271287,31830,17059
37536,98886,11429,7048
26171,124320,15604,1507
49761,207642,60648,18064
35925,151610,39662,9486
50068,75535,8412,12940
43130,70572,94450,16716
47330,219594,75592,3904
37789,116131,56915,7836
26263,171684,85160,3339
49940,54757,6579,1819
44918,89536,20831,1867
42113,13169,5753,3074
49558,183515,62873,13979
42686,69267,17293,2155
48534,133068,38318,8840
49753,245220,52361,9914
49882,192318,52170,12327
49948,75711,48155,1933
29463,2525,9323,1272
49988,132431,106883,572
48851,189331,42607,5592
37770,220087,9484,5791
49902,1825793,1832,832
30404,70159,7612,13570
49396,147090,10230,5330
35964,67187,13792,16042
48734,199144,209613,1850
47636,137271,38999,8266
36120,68374,31980,7281
36079,58575,11403,12399
27531,195212,55938,7649
24666,1094047,25780,4926
26256,69475,4229,2177
26297,99296,34220,2660
31051,54439,5465,3322
29672,72635,31304,2365
29246,84226,4909,2116
24480,109003,9646,5559
29659,37791,17866,2759
46652,180518,3271,3686
34150,79806,201369,1391
48025,131847,35017,7205
37152,4093,6544,1197
46303,93135,23890,12711
42175,47590,12916,1652
37212,16160,682,2267
38071,27895,18585,3739
49909,23645,27405,3032
47890,25315,21064,6611
37352,34353,34377,947
29235,28967,,2448
46796,34333,37462,25201
36619,26673,13700,6153
49305,4983,,3937
42405,30354,,1344
29681,42656,2629,1961
49259,8368,3842,16082
29200,22671,4951,12760
45504,1869,,1051
44725,,,931
17852,6221248,865584,83444
20015,6266908,1289758,196967
18582,6965522,2198908,77329
30616,4547482,802804,90780
23073,2213538,291492,8829
17258,6758028,1391543,70078
21387,6442916,1164713,72262
25673,3215371,606093,28283
18467,6670833,1050047,106070
15847,6925349,1002992,145541
33131,2457127,969622,118133
24202,2548350,341480,15208
19424,6900316,1208650,46488
19077,7093744,1117388,112113
20075,6498075,1539198,96264
21431,5437746,861875,75417
18805,6643800,1543300,80941
27524,4194935,3254971,118692
23567,1391699,157804,8582
31007,3046704,1150550,120704
20718,5479874,844582,55068
15991,5646195,779869,53605
23830,2641005,418280,15005
15374,6964954,3372028,106945
27025,3758662,750770,66708
33013,3215413,796624,115125
15261,6416872,982513,85717
18901,7265297,4168952,1588297
17664,7540181,1686787,104342
19287,6536251,1113155,73176
16462,6005273,835331,48098
18739,6884487,1055720,66109
20549,6609284,918664,79237
20801,4160820,426688,9522
41418,1443050,400100,79905
23358,2869315,309247,21180
19480,6891906,1504303,77771
19578,6690268,1107414,62165
15494,6590672,1464335,75368
35337,3204962,807710,206739
19262,6799090,3363418,60643
17551,7010742,5608047,98818
27076,3868821,11189400,51095
25007,3583932,551068,72854
34819,916464,230293,45481
14911,6913274,1403205,141686
17067,6755999,1019195,167403
27581,3236591,941153,130821
20213,8780152,1628838,83702
28451,1617136,379466,37726
21466,6149961,754499,77503
18403,6096731,874457,33402
46179,1017001,139294,26238
30148,3892520,1372698,88376
28298,4207468,1134800,68801
14775,6575471,1265227,56400
27090,3715142,687645,59148
16637,8140939,1603139,86015
23813,1590694,255720,5103
39856,2451290,550682,130524
15114,6463008,824098,46435
15709,6973331,1123167,100022
26929,3495375,1180783,95009
30533,3149525,944695,92290
30372,4463901,938758,92292
29151,2527705,724298,39032
15998,6684459,2680257,71765
23474,701343,110591,3306
22834,2043222,225705,2790
19036,4057156,407534,10099
17401,11272220,1956948,63916
20811,6533446,1130082,129680
16883,6734926,1053623,98864
15879,6910753,1420918,104365
22750,4226720,245703,15717
40614,2780920,361568,65299
19532,4308176,495278,2099
29771,4350129,1732034,67514
16292,6423364,1010264,89555
32856,3072015,1716935,123716
25146,2587087,478539,48255
18293,7631666,1191232,81969
17609,7848212,1624702,90502
26480,4029720,640004,152567
16764,7112748,1601802,81186
25517,2195508,421731,36336
16275,6817914,1313081,87423
19007,6716925,887076,103238
44719,1006920,270121,38845
31093,3500800,971481,158308
41412,1734781,334368,138037
18164,7308543,1685723,70727
16483,5417767,812671,186969
15201,5196311,961290,64096
19728,7206562,2380786,102982
22911,1557227,160326,7036
21708,5210916,768030,116157
16675,7408856,937032,132711
19468,8206772,1504390,64745
25547,4302083,911456,61219
14740,7794646,1243555,106770
22050,2578892,460433,13982
49433,240713,185797,20680
26546,3760404,736506,49590
16320,7256739,855969,62829
21684,5683258,2209360,54956
42748,1080012,495628,76670
31106,5956824,1058723,142424
21645,6535130,1351626,88679
29111,3793323,1133725,97610
14541,8645062,880398,142249
21490,5342981,581965,22431
31858,2077219,636668,39479
38553,2385639,767617,75997
25070,4488687,1232690,217632
27598,2702424,873985,48720
23772,2540163,347332,22003
37659,1746370,581116,110964
25398,4109255,640012,75141
14760,5423658,1254546,84723
21199,4345798,792929,173988
32442,3899166,654786,118835
29950,5432094,901378,124931
33148,2087991,1207002,79366
17265,6838218,1740487,108201
30800,3342794,831521,95064
42020,1559889,575345,101703
40772,1218617,454977,70365
32173,2869465,541297,81177
31301,4184795,2148396,143857
17131,7154803,1011212,447609
30477,4864901,1071401,118389
16211,7007299,1325038,120818
17246,6701571,1096393,296641
29751,5541860,860814,106813
30509,4792821,794965,130435
33186,3875140,749939,142614
25797,4762567,1103930,93763
21380,7597455,1375522,76567
29726,3030831,868316,100940
32986,2959906,4825036,54398
38891,2559369,520996,139522
18968,6308117,1842252,96909
16857,7359674,878786,175373
28617,4825607,1042220,118378
41419,1745970,328309,52146
28920,3119858,729437,181847
19255,6086712,754995,46436
28876,3729871,921012,80191
30377,2242686,496491,61457
48330,536423,160688,14607
28121,3496717,892140,120025
16493,4338087,1715177,14380
35095,3406229,920649,133897
33784,4429374,937764,113622
33411,3078465,815297,169272
28013,4472062,924107,122190
22493,2539664,476504,26459
26744,2746845,465589,70368
17326,6528699,4640631,30354
18522,7413412,1554667,112231
36576,1240322,1547469,93559
29432,2938961,664785,123445
15853,6615074,1637961,54692
27388,1115357,304311,15835
32900,764081,337446,27319
24885,4688011,823258,124975
23441,1770267,214241,16100
30681,3819070,822781,108757
29960,979532,431098,14582
26902,5968138,711127,120764
37088,1868264,533610,147473
30805,5073870,861441,119192
28720,2963523,519137,51854
35231,2506447,435164,100536
41155,1852228,424938,74379
18397,6425680,1121209,77422
20512,6376181,1066248,96772
24841,4741934,825119,56947
33835,3349136,873109,145865
19293,4833542,685977,33601
27985,1773976,639366,69273
38060,2920919,536036,41246
28306,3708717,1105896,95515
31267,2520622,450471,62831
46076,575096,189882,62660
31577,4138977,3033371,104309
17600,6616192,1295181,131127
22769,1581377,264892,11540
30539,3531913,674967,114923
16149,7396420,1836901,144661
26572,3163511,501120,32958
34180,4138087,1297221,168216
34076,3466354,794064,132969
25053,3310202,2562217,25696
37639,1927793,650407,70230
30623,3406260,718430,110845
18948,4293543,828852,80247
27577,3667395,1506225,84490
21132,4965737,666513,166787
17788,6407552,2801493,82858
21128,6533952,1720821,72771
30226,3502592,1282271,103387
25638,4777453,858751,90186
41571,1555570,765112,133809
33605,2032202,552824,137259
41764,762007,210774,15178
19879,6989482,1213016,90096
27306,2899535,856582,63791
23889,3092802,375376,25147
19606,7164463,1921231,59578
21211,6786954,1437779,173468
30168,4019794,1501046,120357
34964,3874039,886198,73638
32867,2451301,513337,67123
38165,1820958,410984,18133
31597,3064560,714568,193781
34174,3189877,1010297,151515
15575,5685057,782727,46614
26563,3638928,1074984,33364
33799,2593694,567699,116251
20078,8207907,1118170,63573
27746,4584156,1337059,149262
26843,5423853,1818419,87641
30667,3872415,820453,149838
32297,3737656,1021883,119668
28637,4224029,816842,68123
20864,8257999,1206517,66865
33946,4118680,1114425,147322
19814,7123030,1843612,106664
15014,6272603,1005613,97103
48174,557568,271330,13908
45891,840274,173457,7814
28042,3957147,689850,99538
43228,1141226,403674,141685
33452,2591206,770902,90004
33619,1904321,522485,163902
19342,7132612,1259311,90725
40757,1800650,367223,118775
32444,3131121,1950173,218098
49456,353425,65859,13155
34091,4147833,925367,103723
30276,3604514,848861,87862
19146,7643325,1218660,118046
36537,784238,259152,57868
20617,7715332,1250893,121723
23417,2748043,1430939,26558
31574,3577007,1403586,131976
41019,1783981,748112,53287
44402,993602,205246,11053
21399,5366482,841108,113057
15632,7858172,1227106,134782
35553,1984784,373426,110285
29962,4224483,733257,406603
32724,3978976,993685,87805
40453,1890790,590363,66834
28774,4597860,856142,887877
42010,1807579,392014,85704
33429,3407494,1068169,128082
18496,7269050,1189426,123533
17592,5365806,1151398,143929
18140,7945105,1206458,86185
14722,6366681,1023717,82675
28188,3175244,939296,99819
39286,2339915,507323,122083
28321,4842627,807132,71519
17789,6735056,1560732,383657
29130,3763410,745002,153177
33369,3165798,908290,112005
15347,9060959,2089384,80241
33236,2292847,597523,65491
15624,6298819,1386536,226031
31643,3249806,616197,89313
19125,7284774,1518692,84563
40863,1653418,539241,88131
30417,3498129,648399,67459
15253,6660385,1111252,89004
43118,1229779,467983,117566
38731,2793768,538958,97095
30728,3280220,1665064,79842
20071,7678259,785058,71769
40294,1963024,408622,43470
40950,2210228,582340,116358
38206,1580715,319142,24555
17501,8266601,1439419,117378
29747,4466311,771376,101977
19607,7379263,1068032,252980
31225,3593747,854319,109113
16599,6072762,1433289,41400
30658,2811738,1309089,138874
25913,4195067,858288,68427
42326,724256,245223,19409
15063,6520647,1471387,105194
40200,1815110,539248,110481
32106,3317274,4206162,152433
29041,2967107,591220,88444
33001,3242091,637984,81701
37651,950392,254401,42416
20184,6640573,1464908,108877
15189,5863710,889600,100252
25569,4246048,1045442,110105
15193,7741161,948102,106745
31635,3249226,644548,165394
29102,4013879,1121050,138534
45227,834225,235508,46051
39164,2273254,578137,53267
37549,1198733,254829,61135
23277,1633546,181244,15789
40196,2219117,333661,53895
41800,457274,100377,23516
