start_station_id,station_name,lat,lon
257.0,Lispenard St & Broadway,40.719,-74.00247214
468.0,Broadway & W 55 St,40.764,-73.983
317.0,E 6 St & Avenue B,40.72453734,-73.98185424
3145.0,E 84 St & Park Ave,40.77862688,-73.959
174.0,E 25 St & 1 Ave,40.737,-73.97738662
504.0,1 Ave & E 15 St,40.731,-73.983
153.0,E 40 St & 5 Ave,40.752062307,-73.9816324043
493.0,W 45 St & 6 Ave,40.7568001,-73.98291153
345.0,W 13 St & 6 Ave,40.73649403,-73.99704374
331.0,Pike St & Monroe St,40.71173107,-73.992
472.0,E 32 St & Park Ave,40.7457121,-73.983
128.0,MacDougal St & Prince St,40.72710258,-74.00297088
3172.0,W 74 St & Columbus Ave,40.7785669,-73.97754961
120.0,Lexington Ave & Classon Ave,40.68676793,-73.95928168
3336.0,E 97 St & Madison Ave,40.787801,-73.953559
3518.0,Lenox Ave & W 126 St,40.808442,-73.9452087
3295.0,Central Park W & W 96 St,40.791,-73.965
326.0,E 11 St & 1 Ave,40.72953837,-73.98426726
3508.0,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
3175.0,W 70 St & Amsterdam Ave,40.776,-73.983
3075.0,Division Ave & Marcy Ave,40.70708701,-73.95796783
494.0,W 26 St & 8 Ave,40.746,-73.998
367.0,E 53 St & Lexington Ave,40.75828065,-73.97069431
3223.0,E 55 St & 3 Ave,40.758996559605123,-73.968653976917267
439.0,E 4 St & 2 Ave,40.7262807,-73.98978041
373.0,Willoughby Ave & Walworth St,40.69331716,-73.95381995
355.0,Bayard St & Baxter St,40.71602118,-73.99974372
474.0,5 Ave & E 29 St,40.7451677,-73.98683077
242.0,Carlton Ave & Flushing Ave,40.697787,-73.974
390.0,Duffield St & Willoughby St,40.692,-73.9842844
448.0,W 37 St & 10 Ave,40.75660359,-73.998
497.0,E 17 St & Broadway,40.737,-73.99009296
438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945
239.0,Willoughby St & Fleet St,40.69196566,-73.9813018
3259.0,9 Ave & W 28 St,40.749370241932773,-73.999233841896057
426.0,West St & Chambers St,40.71754834,-74.01322069
3529.0,Lenox Ave & W 130 St,40.8107922,-73.9430681
400.0,Pitt St & Stanton St,40.71926081,-73.98178024
3597.0,43 St & Broadway,40.7577284,-73.9166368
316.0,Fulton St & William St,40.70955958,-74.007
3122.0,48 Ave & 5 St,40.743,-73.956
507.0,E 25 St & 2 Ave,40.73912601,-73.98
309.0,Murray St & West St,40.7149787,-74.013012
453.0,W 22 St & 8 Ave,40.74475148,-73.99915362
3424.0,E 106 St & Lexington Ave,40.791976,-73.945993
3608.0,5 St & 51 Ave,40.7423737,-73.9566
392.0,Jay St & Tech Pl,40.695065,-73.987167
480.0,W 53 St & 10 Ave,40.76669671,-73.992
3515.0,24 Ave & 26 St,40.774591,-73.918544
3628.0,Lenox Ave & W 117 St,40.8025566,-73.9490782
72.0,W 52 St & 11 Ave,40.767,-73.995
369.0,Washington Pl & 6 Ave,40.73224119,-74.00026394
385.0,E 55 St & 2 Ave,40.75797322,-73.96603308
2004.0,6 Ave & Broome St,40.724399,-74.004704
244.0,Willoughby Ave & Hall St,40.69196035,-73.96536851
328.0,Watts St & Greenwich St,40.72405549,-74.00965965
325.0,E 19 St & 3 Ave,40.73624527,-73.98473765
3562.0,Classon Ave & St Marks Ave,40.6765198,-73.9596082
223.0,W 13 St & 7 Ave,40.73781509,-73.99994661
386.0,Centre St & Worth St,40.71494807,-74.00234482
3287.0,W 87 St & West End Ave,40.789622,-73.97757
3107.0,Bedford Ave & Nassau Ave,40.722,-73.953
3284.0,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
3570.0,35 Ave & 37 St,40.7557327,-73.9236611
3715.0,Driggs Ave & N 9 St,40.718169694542077,-73.956
3635.0,W 36 St & 9 Ave,40.754623240291053,-73.99516761302948
499.0,Broadway & W 60 St,40.76915505,-73.983
450.0,W 49 St & 8 Ave,40.761,-73.989
539.0,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
3343.0,W 107 St & Columbus Ave,40.7997568,-73.9621128676
168.0,W 18 St & 6 Ave,40.73971301,-73.99456405
487.0,E 20 St & FDR Drive,40.73314259,-73.977
3840.0,Putnam Ave & Wyckoff Ave,40.69811,-73.90904
3068.0,Humboldt St & Varet St,40.7031724,-73.940636
396.0,Lefferts Pl & Franklin Ave,40.68,-73.956
2008.0,Little West St & 1 Pl,40.70569254,-74.01677685
3226.0,W 82 St & Central Park West,40.78275,-73.97137
401.0,Allen St & Rivington St,40.719,-73.98997825
2010.0,Grand St & Greene St,40.72165481,-74.002381414175019
3314.0,W 95 St & Broadway,40.7937704,-73.971888
3362.0,Madison Ave & E 82 St,40.7781314,-73.96069399
3286.0,E 89 St & 3 Ave,40.7806284,-73.953
464.0,E 56 St & 3 Ave,40.75934501,-73.96759673
3556.0,24 St & 41 Ave,40.7527085,-73.9397405
351.0,Front St & Maiden Ln,40.70530954,-74.00612572
260.0,Broad St & Bridge St,40.70365182,-74.013
312.0,Allen St & E Houston St,40.722055,-73.989111
417.0,Barclay St & Church St,40.71291224,-74.01020234
368.0,Carmine St & 6 Ave,40.73038599,-74.00214988
442.0,W 27 St & 7 Ave,40.746647,-73.993915
446.0,W 24 St & 7 Ave,40.74487634,-73.99529885
517.0,E 41 St & Madison Ave,40.75149263,-73.979782
3416.0,7 Ave & Park Pl,40.677,-73.974
436.0,Hancock St & Bedford Ave,40.68216564,-73.95399026
3064.0,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
3152.0,3 Ave & E 71 St,40.76873687,-73.96119945
490.0,8 Ave & W 33 St,40.751551,-73.995
423.0,W 54 St & 9 Ave,40.76584941,-73.98690506
4043.0,W 78 St & Amsterdam Ave,40.782535857724106,-73.979085087776184
3162.0,W 78 St & Broadway,40.78339981,-73.98093133
3242.0,Schermerhorn St & Court St,40.691029256779679,-73.992
4193.0,W 181 St & Riverside Dr,40.85168,-73.94186
3517.0,31 St & Hoyt Ave N,40.7711528,-73.9170074
253.0,W 13 St & 5 Ave,40.73543934,-73.99453948
3521.0,Lenox Ave & W 111 St,40.7987859,-73.9523
