occurance,start_station_id,start_lat,start_lon
82512,3697.0,40.77515953434235,-73.989186957478523
4209,3834.0,40.69467,-73.90663
5558,3917.0,40.69178,-73.97877
3,4327.0,40.782465,-73.914527
282395,498.0,40.74854862,-73.98808416
43725,3182.0,40.686931,-74.016966
136120,3224.0,40.73997354103409,-74.005138725042343
47765,3304.0,40.668127,-73.98377641
48930,3526.0,40.7747878,-73.9125551
50539,3576.0,40.6767,-73.969024
50539,3576.0,40.677,-73.968
72,3685.0,40.66065236872916,-73.9645904302597
146113,3686.0,40.739448201304043,-74.005070328712463
4878,3765.0,40.709897,-73.94008
6919,3827.0,40.686,-73.917
6919,3827.0,40.68565,-73.91564
2156,3908.0,40.70463,-74.01507
5917,3927.0,40.81296,-73.941878
1205,4025.0,40.826881,-73.941427
1341,4047.0,40.832081,-73.942386
852,4083.0,40.83649,-73.918316
610,4132.0,40.812769,-73.901583
572,4240.0,40.752643,-73.974996
406204,151.0,40.7218158,-73.99720307
406204,151.0,40.722103786686034,-73.997249007225037
406204,151.0,40.722,-73.998
152991,276.0,40.71748752,-74.0104554
140561,340.0,40.71269042,-73.98776323
153407,441.0,40.756014,-73.967416
146184,3170.0,40.78499979,-73.97283406
17133,3392.0,40.6812117,-74.00860912
195164,3443.0,40.76132983124814,-73.979820013046265
195164,3443.0,40.761,-73.98
144137,3656.0,40.723077490686727,-73.985836207866669
144137,3656.0,40.722,-73.986
8849,3770.0,40.702831,-73.9333
2840,3873.0,40.70068,-73.90742
1911,3880.0,40.7098,-73.91727
1911,3880.0,40.71,-73.917
792,3969.0,40.815887,-73.911918
5238,3986.0,40.81734,-73.922962
954,4067.0,40.847396,-73.931205
138,4153.0,40.82394,-73.894025
927,4174.0,40.834857,-73.903743
1079,4280.0,40.73342399437081,-74.008514955639839
133228,392.0,40.695065,-73.987167
418411,509.0,40.7454973,-74.00197139
418411,509.0,40.746,-74.001
2811,3089.0,40.717318403855785,-73.948202133178711
28040,3103.0,40.72153267,-73.95782357
35342,3105.0,40.724055,-73.955736
17449,3575.0,40.76108,-73.930562
2000,3669.0,40.67630357634183,-74.003140479326248
24157,3786.0,40.714193,-73.996732
2269,3852.0,40.70869,-73.92587
706,4116.0,40.830262,-73.923391
