year,day_of_week,hour_of_day,minute,num_rides
2021,6,1,44,12
2017,6,1,52,133
2017,6,1,22,180
2019,5,1,5,249
2016,1,1,22,305
2014,2,1,14,77
2014,6,1,22,108
2015,5,1,5,144
2015,7,1,45,166
2013,5,1,3,104
2017,1,1,18,386
2017,2,1,47,77
2016,1,1,54,263
2017,5,1,41,133
2017,5,1,37,126
2016,4,1,47,92
2013,1,1,19,171
2016,1,1,48,235
2015,6,1,45,108
2017,3,1,52,73
2016,4,1,55,73
2013,4,1,13,78
2017,2,1,19,129
2016,1,1,38,252
2016,6,1,8,184
2018,7,1,51,279
2015,5,1,48,70
2019,6,1,18,276
2017,2,1,58,78
2017,3,1,34,104
2016,4,1,31,111
2015,5,1,24,109
2016,7,1,28,222
2016,6,1,18,178
2017,4,1,51,82
2016,4,1,54,73
2017,2,1,52,85
2015,6,1,41,121
2016,7,1,33,259
2016,4,1,56,74
2016,3,1,10,102
2016,2,1,30,90
2020,4,1,55,173
2017,4,1,11,154
2016,6,1,35,141
2018,1,1,39,294
2017,4,1,36,90
2016,4,1,5,151
2016,5,1,14,137
2019,4,1,22,164
2018,3,1,56,83
2021,4,1,32,9
2016,6,1,36,145
2018,1,1,9,408
2016,2,1,12,126
2018,4,1,3,199
2016,5,1,58,96
2019,3,1,2,179
2021,6,1,30,22
2021,1,1,6,27
2018,6,1,31,194
2016,2,1,32,106
2017,2,1,17,135
2017,2,1,59,78
2016,7,1,17,297
2017,2,1,2,164
2018,7,1,30,301
2019,1,1,56,351
2018,3,1,25,132
2016,2,1,5,142
2017,7,1,47,248
2020,7,1,30,407
2021,5,1,21,7
2021,1,1,52,16
2021,5,1,49,7
2017,2,1,9,150
2020,2,1,20,187
2018,4,1,58,98
2018,5,1,26,164
2017,7,1,10,309
2017,1,1,42,318
2021,5,1,32,10
2019,7,1,50,337
2017,7,1,18,318
2019,2,1,41,160
2020,4,1,10,239
2020,7,1,6,557
2018,3,1,20,142
2020,6,1,16,268
2020,3,1,49,123
2020,1,1,18,503
2019,3,1,8,182
2016,4,1,1,161
2019,4,1,57,143
2019,2,1,11,187
2019,6,1,11,265
2019,1,1,34,443
2018,7,1,58,281
2020,5,1,36,187
2020,2,1,54,131
2016,1,1,20,315
2020,4,1,56,154
2019,2,1,20,194
2018,1,1,52,258
2020,2,1,9,196
2019,6,1,41,208
2018,1,1,40,301
2018,1,1,26,337
2018,3,1,34,134
2019,4,1,59,112
2018,6,1,47,146
2017,3,1,20,126
2017,2,1,20,124
2019,5,1,52,118
2019,6,1,54,162
2020,7,1,51,353
2020,2,1,32,164
2020,6,1,23,227
2018,2,1,0,174
2020,2,1,48,146
2018,1,1,38,293
2018,5,1,34,133
2019,7,1,56,356
2019,4,1,2,212
2020,2,1,18,207
2018,2,1,53,89
2018,2,1,25,131
2016,5,1,20,131
2018,4,1,31,120
2020,5,1,29,177
2019,7,1,47,354
2019,4,1,30,160
2013,3,1,30,41
2018,6,1,6,275
2018,2,1,1,194
2018,3,1,41,102
2014,6,1,36,107
2018,2,1,58,100
2019,3,1,50,136
2020,6,1,59,162
2018,2,1,59,110
2020,4,1,49,130
2019,3,1,38,147
2019,5,1,41,139
2018,4,1,59,106
2018,1,1,30,323
2018,1,1,34,318
2013,7,1,10,152
2018,6,1,22,199
2018,6,1,46,143
2013,7,1,59,119
2018,1,1,47,290
2019,5,1,21,207
2018,5,1,41,148
2018,6,1,13,227
2018,6,1,48,150
2014,4,1,39,75
2018,4,1,54,97
2013,7,1,30,149
2014,4,1,28,81
2020,4,1,41,150
2014,5,1,12,97
2013,3,1,56,34
2019,4,1,20,188
2014,5,1,30,95
2021,1,1,50,21
2019,7,1,9,457
2019,4,1,10,200
2020,5,1,13,215
2019,4,1,1,232
2013,6,1,12,120
2013,5,1,12,71
2013,3,1,53,35
2020,2,1,43,159
2014,4,1,53,56
2019,4,1,26,177
2019,5,1,42,164
2019,2,1,49,134
2018,1,1,7,403
2014,5,1,19,86
2014,6,1,39,96
2019,3,1,19,172
2019,5,1,48,130
2018,7,1,11,379
2019,7,1,52,342
2019,2,1,14,203
2014,3,1,36,60
2014,4,1,21,99
2020,3,1,24,155
2018,5,1,48,106
2021,6,1,31,27
2014,5,1,41,69
2013,1,1,33,164
2014,4,1,43,61
2014,3,1,8,72
2014,7,1,50,130
2018,4,1,25,138
2019,6,1,53,180
2019,4,1,44,138
2019,6,1,7,286
2020,5,1,26,182
2018,3,1,52,105
2014,4,1,58,46
2013,4,1,5,71
2013,6,1,5,97
2019,6,1,28,191
2019,2,1,53,99
2019,7,1,19,436
2014,6,1,58,72
2013,1,1,28,178
2014,7,1,43,129
2020,4,1,25,189
2018,1,1,36,315
2018,2,1,4,164
2019,2,1,21,175
2020,5,1,0,255
2014,7,1,4,218
2013,3,1,19,60
2014,5,1,9,103
2013,4,1,32,52
2013,7,1,57,117
2018,1,1,2,376
2018,3,1,30,110
2020,3,1,20,205
2013,2,1,39,43
2014,5,1,24,80
2014,2,1,58,52
2018,5,1,2,202
2019,5,1,50,142
2014,7,1,9,196
2013,6,1,29,94
2021,2,1,55,9
2019,6,1,35,202
2018,4,1,43,116
2013,3,1,55,34
2013,4,1,47,45
2014,4,1,59,46
2018,5,1,47,109
2018,5,1,25,135
2020,5,1,1,239
2018,3,1,58,92
2013,6,1,46,68
2014,7,1,46,154
2014,6,1,57,79
2021,7,1,8,20
2018,6,1,4,259
2014,7,1,15,175
2013,4,1,56,30
2014,4,1,13,89
2013,6,1,45,64
2014,3,1,15,94
2013,6,1,43,71
2019,6,1,43,207
2019,5,1,18,194
2019,5,1,13,218
2019,6,1,40,181
2014,3,1,5,94
2018,2,1,19,143
2014,3,1,54,45
2013,1,1,55,138
2018,7,1,43,268
2018,6,1,35,172
2018,2,1,27,126
2019,2,1,27,173
2014,3,1,10,97
2013,3,1,9,62
2014,3,1,40,57
2014,7,1,31,176
2014,2,1,10,68
2013,5,1,7,85
2013,4,1,0,85
2018,5,1,21,172
2019,7,1,12,524
2020,3,1,23,163
2013,5,1,40,52
2013,4,1,15,74
2014,4,1,26,63
2014,5,1,23,84
2014,2,1,42,39
2013,7,1,54,125
2014,2,1,17,63
2013,5,1,22,71
2013,3,1,1,71
2014,5,1,36,61
2018,2,1,16,145
2018,5,1,20,152
2019,6,1,22,243
2018,3,1,54,90
2020,6,1,46,179
2014,4,1,12,93
2014,4,1,38,55
2014,1,1,59,170
2013,6,1,49,54
2013,5,1,30,63
2021,7,1,1,20
2013,6,1,15,86
2014,3,1,13,92
2019,3,1,35,139
2019,2,1,34,160
2014,7,1,27,185
2014,7,1,58,140
2018,3,1,59,78
2014,3,1,2,91
2014,4,1,40,53
2018,2,1,52,115
2018,3,1,24,147
2018,4,1,34,137
2019,5,1,59,129
2019,3,1,30,103
2019,4,1,27,161
2018,3,1,38,105
2020,7,1,53,357
2020,4,1,53,145
2014,3,1,1,109
2021,4,1,35,10
2014,3,1,29,74
2014,6,1,38,105
2013,1,1,13,174
2014,5,1,49,59
2018,3,1,13,174
2013,3,1,42,43
2014,7,1,33,165
2014,5,1,2,109
2018,6,1,15,241
2021,3,1,32,10
2018,4,1,41,118
2019,5,1,19,205
2013,1,1,53,125
2013,4,1,2,64
2013,4,1,31,55
2013,5,1,11,81
2014,6,1,33,93
2021,4,1,21,14
2019,6,1,52,196
2018,5,1,53,113
2013,6,1,28,76
2013,4,1,14,61
2013,5,1,38,79
2014,7,1,44,143
2021,6,1,6,29
2019,5,1,37,153
2020,3,1,42,113
2014,4,1,7,93
2013,4,1,48,41
2014,2,1,19,59
2014,2,1,44,50
2013,1,1,35,145
2014,6,1,52,73
2018,6,1,51,135
2013,3,1,26,48
2018,2,1,37,125
2021,1,1,0,31
2013,3,1,14,63
2014,1,1,35,171
2021,7,1,6,27
2019,2,1,51,112
2021,3,1,8,9
2019,6,1,45,183
2019,5,1,49,125
2014,1,1,7,228
2014,6,1,31,86
2019,3,1,18,146
2021,6,1,56,16
2013,7,1,43,111
2021,1,1,45,19
2021,3,1,6,13
2021,7,1,20,19
2021,1,1,37,15
2021,1,1,53,11
2014,1,1,54,162
2014,7,1,40,163
2021,2,1,39,9
2018,6,1,57,110
2018,2,1,57,105
2014,5,1,8,96
2014,2,1,9,93
2018,4,1,53,95
2014,2,1,38,57
2021,5,1,26,9
2020,4,1,57,139
2018,4,1,20,153
2013,3,1,49,35
2021,1,1,41,20
2020,5,1,22,180
2021,6,1,58,15
2020,2,1,55,134
2021,3,1,17,3
2021,7,1,50,10
2017,6,1,12,225
2015,1,1,26,223
2015,5,1,10,125
2017,6,1,35,173
2015,4,1,12,89
2014,4,1,51,51
2015,5,1,6,146
2017,2,1,10,150
2015,2,1,45,66
2017,4,1,32,118
2016,2,1,35,68
2015,6,1,56,93
2017,5,1,9,162
2016,3,1,44,70
2017,2,1,1,189
2015,2,1,34,78
2015,3,1,24,93
2017,3,1,50,64
2014,6,1,23,99
2015,6,1,36,106
2015,2,1,27,56
2015,3,1,44,80
2017,3,1,40,86
2016,6,1,39,152
2016,5,1,24,135
2016,7,1,0,300
2015,2,1,4,94
2016,6,1,7,218
2016,2,1,28,88
2017,6,1,46,112
2016,6,1,58,124
2015,6,1,34,115
2015,2,1,26,83
2016,7,1,30,214
2017,5,1,20,157
2015,5,1,12,119
2014,4,1,48,59
2016,7,1,22,264
2016,2,1,41,87
2016,6,1,30,172
2016,1,1,30,267
2017,2,1,11,162
2016,2,1,16,105
2015,6,1,52,101
2015,3,1,41,48
2015,1,1,27,198
2016,3,1,19,100
2016,4,1,40,81
2015,4,1,0,123
2015,5,1,23,113
2015,7,1,47,173
2017,3,1,36,99
2015,5,1,20,122
2016,2,1,3,124
2017,2,1,55,81
2016,3,1,51,70
2016,2,1,6,140
2016,7,1,20,280
2014,6,1,47,70
2016,4,1,52,80
2015,4,1,28,90
2017,2,1,23,112
2015,5,1,31,101
2017,7,1,0,337
2017,7,1,30,261
2015,5,1,55,72
2016,5,1,28,128
2015,3,1,34,78
2017,6,1,38,129
2016,2,1,22,92
2017,4,1,15,133
2015,5,1,2,148
2015,7,1,17,205
2017,3,1,26,100
2014,2,1,2,68
2017,4,1,41,119
2016,5,1,43,75
2015,3,1,47,46
2014,2,1,46,39
2015,4,1,55,52
2015,4,1,40,80
2015,2,1,56,62
2016,5,1,40,106
2016,2,1,13,99
2016,3,1,6,124
2015,7,1,32,209
2015,1,1,50,206
2014,4,1,32,75
2015,3,1,40,64
2015,3,1,32,63
2016,5,1,38,102
2016,3,1,54,65
2016,4,1,11,130
2013,6,1,37,69
2015,4,1,6,132
2015,6,1,15,151
2015,5,1,14,104
2016,3,1,31,80
2016,5,1,48,91
2017,3,1,19,132
2016,1,1,11,302
2016,3,1,7,122
2017,5,1,12,156
2017,4,1,18,149
2017,4,1,49,94
2015,1,1,29,246
2015,4,1,44,68
2015,4,1,23,101
2016,3,1,28,104
2015,6,1,23,123
2015,2,1,36,47
2016,3,1,33,82
2015,2,1,12,91
2015,4,1,32,77
2015,3,1,37,61
2017,4,1,55,83
2017,2,1,44,86
2017,5,1,53,86
2017,4,1,52,93
2014,3,1,26,58
2016,4,1,18,107
2015,5,1,32,83
2014,4,1,34,60
2014,4,1,50,51
2017,3,1,58,65
2017,4,1,27,127
2015,3,1,50,52
2017,4,1,1,165
2017,5,1,26,136
2014,4,1,10,102
2015,5,1,39,74
2015,2,1,43,48
2016,4,1,36,94
2021,5,1,55,9
2021,1,1,25,22
2013,2,1,55,36
2013,5,1,34,65
2021,2,1,3,10
2019,4,1,17,176
2014,3,1,42,54
2013,3,1,5,62
2021,3,1,44,8
2021,6,1,12,17
2021,6,1,3,17
2014,2,1,34,66
2021,4,1,5,12
2021,7,1,25,22
2021,3,1,58,9
2021,6,1,41,13
2013,5,1,10,95
2021,6,1,22,20
2016,5,1,56,92
2017,4,1,40,110
2017,6,1,41,154
2017,5,1,50,98
2017,3,1,16,113
2015,2,1,7,106
2015,2,1,57,58
2017,2,1,3,165
2021,1,1,29,18
2013,6,1,11,86
2014,6,1,44,103
2013,3,1,41,44
2013,5,1,26,71
2014,2,1,31,66
2013,5,1,41,62
2015,4,1,50,58
2013,4,1,25,62
2015,3,1,36,80
2017,4,1,48,89
2021,3,1,9,12
2021,5,1,46,7
2021,5,1,47,10
2021,4,1,46,7
2021,5,1,35,12
2021,4,1,56,6
2020,3,1,32,181
2021,6,1,51,14
2016,2,1,23,116
2021,4,1,26,8
2021,5,1,36,5
2021,3,1,48,7
2013,3,1,13,55
2014,2,1,45,68
2014,2,1,59,46
2013,3,1,45,35
2014,5,1,59,63
2021,1,1,26,21
2020,3,1,44,136
2021,6,1,5,21
2014,3,1,4,97
2013,5,1,33,57
2013,2,1,37,38
2013,4,1,34,56
2013,4,1,52,36
2014,6,1,45,85
2021,1,1,59,17
2014,3,1,46,54
2013,2,1,44,40
2014,6,1,46,76
2013,3,1,51,25
2021,6,1,53,18
2021,2,1,46,5
2014,2,1,40,53
2021,1,1,32,17
2021,3,1,22,14
2021,1,1,17,27
2021,1,1,7,30
2021,7,1,13,16
2015,4,1,31,65
2016,3,1,46,57
2013,4,1,58,47
2017,4,1,20,144
2016,5,1,59,69
2016,2,1,53,70
2015,2,1,41,59
2021,3,1,24,13
2021,4,1,6,11
2021,7,1,46,11
2021,5,1,23,7
2021,1,1,11,26
2021,6,1,4,27
2015,2,1,22,83
2013,3,1,21,45
2014,2,1,18,85
2014,3,1,16,86
2021,2,1,24,8
2021,5,1,10,10
2021,5,1,3,12
2021,4,1,52,8
2021,1,1,3,16
2021,3,1,30,8
2013,5,1,55,38
2021,4,1,9,5
2013,4,1,4,66
2021,4,1,41,10
2021,5,1,0,11
2021,2,1,38,11
2021,3,1,12,12
2021,3,1,47,2
2021,6,1,36,18
2021,3,1,55,7
2021,2,1,21,4
2015,4,1,34,86
2021,5,1,44,6
2021,3,1,28,14
2021,2,1,34,7
2021,3,1,25,10
2021,5,1,7,6
2013,2,1,52,38
2021,6,1,21,14
2021,3,1,34,6
2021,4,1,15,6
2021,4,1,4,11
2013,3,1,44,34
2021,5,1,59,5
2021,5,1,54,7
2021,2,1,56,7
2021,1,1,48,17
2021,5,1,18,12
2021,3,1,31,9
2021,6,1,40,12
2021,7,1,48,12
2021,3,1,51,8
2021,3,1,2,14
2021,4,1,17,9
2021,2,1,16,6
2021,7,1,29,17
2021,4,1,22,5
2021,5,1,9,12
2021,4,1,59,3
2021,7,1,19,14
2021,5,1,16,6
2021,3,1,39,11
2021,3,1,56,7
2021,4,1,51,6
2021,6,1,7,15
2021,2,1,52,7
2021,7,1,15,20
2021,2,1,5,8
2021,5,1,19,12
2021,3,1,50,4
2021,1,1,57,22
2021,2,1,29,6
2021,4,1,18,10
2021,4,1,57,7
2021,5,1,58,4
2021,5,1,13,4
2021,2,1,50,4
2021,5,1,30,10
2021,6,1,46,9
2021,4,1,24,5
2021,5,1,42,2
2021,4,1,38,4
2021,3,1,52,3
2021,4,1,23,7
2014,3,2,9,31
2014,1,2,31,117
2013,1,2,43,117
2014,7,2,21,114
2014,4,2,38,36
2013,1,2,23,113
2013,7,2,41,89
2014,6,2,24,68
2013,2,2,11,37
2014,7,2,43,111
2014,1,2,25,126
2013,2,2,36,20
2014,4,2,16,60
2013,2,2,19,23
2013,7,2,32,91
2014,7,2,31,105
2013,7,2,21,118
2013,1,2,50,91
2013,4,2,40,28
2013,5,2,11,37
2013,1,2,46,110
2013,1,2,14,115
2013,7,2,47,106
2013,7,2,23,104
2014,1,2,16,144
2013,1,2,35,117
2013,7,2,12,114
2014,1,2,54,113
2013,5,2,9,51
2013,2,2,2,50
2013,4,2,57,25
2013,6,2,53,41
2013,1,2,21,118
2014,7,2,1,158
2013,6,2,19,55
2014,1,2,12,148
2013,7,2,3,121
2014,1,2,41,118
2014,7,2,19,122
2013,6,2,22,48
2013,3,2,22,29
2014,7,2,8,144
2013,6,2,8,68
2013,4,2,30,33
2014,7,2,11,148
2014,5,2,21,42
2013,5,2,47,30
2013,1,2,26,132
2014,1,2,26,145
2014,7,2,16,108
2014,1,2,55,99
2014,3,2,32,37
2014,2,2,27,25
2014,3,2,8,47
2016,7,2,44,138
2015,6,2,14,75
2015,5,2,49,52
2015,7,2,20,156
2013,1,2,18,104
2013,4,2,39,25
2016,1,2,40,168
2015,6,2,56,59
2015,1,2,20,130
2016,1,2,20,219
2015,1,2,55,91
2014,4,2,40,31
2015,1,2,33,140
2015,1,2,19,164
2015,6,2,53,62
2013,7,2,2,110
2015,7,2,34,116
2013,4,2,8,28
2015,1,2,40,158
2017,7,2,5,258
2016,1,2,39,187
2016,5,2,3,76
2015,3,2,13,44
2015,7,2,25,161
2015,7,2,6,156
2015,2,2,22,43
2015,6,2,21,78
2015,6,2,49,51
2015,7,2,11,149
2015,6,2,35,59
2015,6,2,13,80
2015,1,2,27,153
2013,3,2,28,29
2016,7,2,0,196
2015,6,2,38,69
2015,1,2,58,141
2013,4,2,20,32
2013,3,2,42,26
2015,5,2,17,55
2015,7,2,47,103
2016,7,2,8,216
2013,1,2,31,104
2013,5,2,30,39
2015,7,2,43,130
2015,6,2,27,74
2016,3,2,16,64
2015,5,2,55,41
2016,1,2,34,187
2017,2,2,46,57
2017,6,2,6,106
2015,5,2,0,67
2015,1,2,38,137
2015,6,2,6,86
2016,7,2,43,136
2016,1,2,0,235
2017,1,2,58,160
2016,4,2,9,66
2016,1,2,42,181
2015,6,2,25,58
2016,4,2,3,70
2015,7,2,31,132
2015,1,2,2,178
2016,5,2,5,88
2015,5,2,8,53
2014,1,2,46,93
2015,2,2,55,34
2015,3,2,23,45
2017,3,2,19,61
2015,2,2,7,50
2017,2,2,39,62
2015,5,2,35,48
2015,3,2,0,63
2016,4,2,0,72
2016,7,2,53,161
2017,5,2,49,75
2015,5,2,23,52
2015,2,2,12,52
2015,2,2,16,39
2017,3,2,4,68
2015,3,2,19,42
2015,7,2,58,99
2017,1,2,34,207
2015,2,2,11,48
2016,2,2,0,68
2016,7,2,56,146
2015,7,2,32,134
2016,4,2,50,38
2016,6,2,26,109
2015,3,2,14,46
2017,7,2,58,143
2015,5,2,36,48
2017,2,2,10,74
2016,5,2,27,81
2017,6,2,24,83
2016,7,2,26,185
2016,7,2,15,175
2017,5,2,59,45
2017,1,2,16,237
2017,7,2,0,229
2016,6,2,24,90
2017,6,2,2,112
2017,6,2,15,106
2017,4,2,32,65
2017,5,2,8,78
2016,3,2,41,41
2017,2,2,26,68
2017,7,2,43,158
2016,2,2,31,47
2016,7,2,40,140
2016,6,2,30,107
2016,7,2,7,212
2016,1,2,14,188
2016,2,2,20,65
2016,1,2,26,202
2016,6,2,9,120
2017,6,2,17,98
2017,1,2,22,237
2017,1,2,21,204
2017,5,2,56,54
2017,2,2,59,40
2017,2,2,18,79
2016,1,2,58,126
2017,3,2,46,41
2017,5,2,58,48
2017,6,2,40,83
2017,5,2,55,61
2017,7,2,38,162
2017,7,2,22,202
2017,1,2,31,204
2016,6,2,7,125
2020,4,2,26,102
2020,4,2,12,134
2020,2,2,29,112
2020,1,2,28,273
2020,4,2,34,93
2020,7,2,36,227
2020,3,2,13,120
2020,2,2,12,137
2021,6,2,58,15
2020,4,2,52,97
2020,3,2,34,95
2019,7,2,55,214
2018,1,2,34,185
2019,7,2,2,343
2018,1,2,54,197
2020,6,2,17,141
2019,7,2,46,236
2020,7,2,40,207
2020,2,2,50,92
2021,3,2,57,8
2020,4,2,31,106
2020,7,2,46,193
2019,4,2,44,82
2019,7,2,18,299
2020,7,2,52,211
2018,1,2,0,281
2019,7,2,44,223
2018,1,2,38,174
2018,4,2,58,70
2018,1,2,49,202
2018,4,2,24,87
2019,1,2,11,346
2019,1,2,28,278
2018,6,2,4,130
2021,3,2,9,4
2018,6,2,41,109
2019,2,2,8,111
2020,4,2,13,129
2019,5,2,14,103
2020,4,2,5,135
2020,1,2,46,215
2020,7,2,26,275
2020,2,2,3,133
2020,6,2,18,140
2018,5,2,2,110
2019,6,2,22,130
2019,1,2,26,301
2020,2,2,34,76
2020,4,2,21,88
2020,1,2,27,293
2019,1,2,9,360
2020,7,2,15,293
2019,1,2,34,250
2020,5,2,30,92
2019,1,2,20,292
2018,7,2,25,203
2019,5,2,44,78
2020,7,2,11,299
2020,2,2,27,123
2020,4,2,1,154
2019,2,2,58,83
2018,2,2,21,90
2019,3,2,26,96
2020,4,2,43,109
2020,2,2,13,101
2019,1,2,14,341
2019,7,2,42,215
2020,1,2,45,236
2018,7,2,12,266
2018,2,2,51,69
2019,1,2,37,279
2020,1,2,23,273
2019,6,2,13,170
2019,2,2,21,114
2019,7,2,48,212
2018,3,2,24,63
2020,4,2,50,111
2020,7,2,17,265
2019,4,2,45,76
2020,2,2,1,142
2020,1,2,35,244
2019,1,2,53,247
2020,5,2,41,76
2018,6,2,26,85
2019,5,2,43,87
2019,6,2,21,132
2019,6,2,46,115
2019,4,2,24,113
2020,4,2,16,126
2019,1,2,59,233
2019,7,2,47,242
2019,6,2,1,162
2019,1,2,25,318
2019,2,2,15,111
2020,1,2,1,327
2019,1,2,23,316
2019,2,2,32,80
2020,2,2,51,83
2019,1,2,5,368
2018,4,2,53,57
2018,3,2,5,81
2019,3,2,58,67
2019,3,2,30,84
2019,4,2,42,96
2019,3,2,52,69
2020,1,2,44,218
2019,1,2,45,284
2020,1,2,14,312
2020,1,2,30,294
2020,2,2,28,106
2019,5,2,35,88
2020,7,2,53,194
2020,5,2,28,113
2019,2,2,31,87
2020,7,2,1,309
2020,7,2,3,315
2018,1,2,55,189
2019,4,2,27,106
2020,1,2,26,252
2019,1,2,48,250
2019,5,2,53,68
2020,1,2,36,255
2018,1,2,58,173
2019,7,2,24,290
2019,3,2,10,115
2019,4,2,22,92
2019,2,2,10,108
2020,1,2,57,209
2019,7,2,30,233
2020,6,2,10,148
2020,3,2,26,101
2020,1,2,47,200
2020,5,2,3,141
2020,4,2,48,79
2020,7,2,9,308
2018,3,2,37,60
2019,7,2,4,308
2018,2,2,17,68
2020,2,2,44,92
2019,3,2,49,72
2019,5,2,40,94
2020,1,2,49,227
2020,7,2,50,179
2019,1,2,1,387
2020,7,2,6,327
2020,7,2,0,352
2020,3,2,37,86
2020,3,2,50,104
2020,6,2,41,102
2020,2,2,55,80
2020,2,2,14,131
2020,2,2,56,91
2020,6,2,54,98
2019,4,2,38,73
2020,3,2,27,82
2019,3,2,43,89
2020,4,2,35,105
2019,4,2,23,96
2019,7,2,17,315
2019,1,2,51,263
2018,7,2,36,203
2020,5,2,2,136
2020,1,2,56,174
2018,1,2,5,275
2018,7,2,31,205
2020,5,2,33,120
2018,4,2,39,58
2019,1,2,15,349
2019,1,2,3,337
2019,1,2,33,266
2019,3,2,47,66
2018,7,2,3,276
2017,4,2,30,49
2013,4,2,46,31
2015,5,2,9,73
2015,4,2,44,26
2015,6,2,22,69
2016,1,2,46,121
2015,7,2,42,108
2015,6,2,24,77
2014,5,2,4,49
2014,3,2,53,20
2015,6,2,2,90
2015,6,2,39,67
2016,7,2,45,122
2013,4,2,26,23
2013,1,2,10,146
2013,5,2,51,36
2014,2,2,25,35
2017,4,2,0,81
2014,4,2,36,37
2016,3,2,39,49
2016,5,2,40,73
2020,2,2,41,97
2020,2,2,57,91
2014,5,2,22,44
2016,1,2,48,140
2014,1,2,7,135
2013,4,2,37,36
2015,7,2,56,113
2014,4,2,39,38
2018,1,2,59,172
2015,7,2,54,115
2015,3,2,30,27
2015,5,2,34,59
2013,3,2,7,24
2016,4,2,2,80
2016,4,2,37,50
2016,2,2,48,40
2015,2,2,13,41
2015,1,2,10,195
2017,7,2,4,210
2017,2,2,21,57
2015,4,2,2,53
2013,3,2,57,9
2020,6,2,36,111
2017,7,2,21,196
2016,4,2,23,49
2015,1,2,39,128
2016,5,2,28,83
2015,2,2,56,30
2015,7,2,39,114
2015,3,2,35,43
2016,6,2,42,71
2017,3,2,15,63
2015,4,2,52,50
2015,7,2,4,164
2015,5,2,39,49
2017,7,2,12,231
2018,2,2,20,80
2015,5,2,25,56
2017,2,2,7,94
2021,1,2,24,12
2017,1,2,51,178
2019,4,2,3,123
2016,6,2,2,131
2020,3,2,52,68
2018,2,2,40,80
2016,6,2,0,124
2017,7,2,49,144
2019,5,2,51,83
2015,5,2,38,52
2019,7,2,29,278
2018,7,2,24,220
2019,7,2,26,282
2018,3,2,18,86
2015,7,2,45,108
2017,7,2,47,175
2017,6,2,19,90
2019,7,2,37,276
2017,7,2,24,182
2017,7,2,14,194
2017,3,2,2,58
2016,1,2,28,198
2017,6,2,12,99
2017,2,2,3,77
2016,4,2,8,55
2018,4,2,32,74
2021,4,2,27,8
2016,2,2,14,52
2017,4,2,38,52
2016,5,2,11,66
2017,5,2,22,91
2018,7,2,43,166
2019,3,2,4,121
2018,6,2,52,90
2016,3,2,19,41
2019,6,2,49,122
2016,6,2,35,76
2018,7,2,29,205
2016,2,2,45,37
2017,1,2,59,162
2019,4,2,28,84
2019,2,2,20,95
2019,2,2,55,64
2020,5,2,44,97
2015,1,2,35,122
2020,6,2,40,109
2016,7,2,52,129
2017,6,2,58,80
2020,2,2,16,125
2016,7,2,11,207
2017,3,2,38,37
2016,1,2,47,162
2017,7,2,57,139
2018,7,2,5,238
2019,6,2,38,129
2017,5,2,10,87
2019,6,2,16,159
2020,6,2,5,145
2021,4,2,2,7
2017,4,2,11,79
2017,3,2,52,31
2016,6,2,33,81
2020,2,2,46,93
2020,4,2,42,100
2020,2,2,9,138
2019,6,2,58,95
2020,5,2,4,143
2020,6,2,44,103
2019,5,2,4,143
2020,3,2,5,124
2017,4,2,14,57
2021,6,2,7,21
2019,7,2,32,266
2020,2,2,10,125
2018,6,2,12,126
2017,5,2,35,67
2020,7,2,29,272
2018,1,2,6,259
2019,6,2,20,147
2020,4,2,28,102
2019,7,2,15,312
2019,5,2,41,97
2019,5,2,15,132
2016,7,2,33,164
2019,1,2,22,321
2020,6,2,7,139
2019,3,2,28,89
2019,6,2,27,129
2018,7,2,28,215
2018,3,2,1,75
2019,4,2,9,106
2019,4,2,5,125
2018,1,2,39,201
2019,6,2,35,100
2020,3,2,57,82
2014,6,2,14,65
2018,6,2,0,130
2013,7,2,35,101
2020,1,2,33,255
2018,6,2,37,86
2019,2,2,34,88
2018,3,2,50,49
2018,5,2,35,87
2018,3,2,21,70
2018,2,2,12,84
2018,3,2,25,82
2019,1,2,12,369
2018,3,2,44,59
2018,4,2,31,93
2013,1,2,25,124
2013,2,2,6,39
2018,3,2,15,77
2019,2,2,18,96
2020,5,2,7,132
2018,2,2,22,92
2019,5,2,48,86
2020,2,2,31,98
2018,2,2,23,99
2018,2,2,7,100
2018,7,2,14,212
2020,5,2,25,98
2018,6,2,19,110
2019,5,2,33,85
2013,7,2,20,92
2018,5,2,26,90
2019,4,2,43,81
2020,3,2,51,92
2013,2,2,26,29
2014,5,2,7,58
2020,4,2,51,101
2019,7,2,38,266
2018,3,2,11,81
2020,5,2,42,101
2019,4,2,21,101
2014,1,2,23,139
2018,1,2,50,179
2018,6,2,42,95
2019,2,2,52,76
2018,3,2,38,66
2014,2,2,3,45
2014,7,2,7,113
2018,5,2,48,60
2020,4,2,58,86
2020,4,2,19,121
2019,6,2,36,134
2019,3,2,36,79
2018,2,2,46,63
2019,5,2,32,98
2020,2,2,22,93
2019,5,2,49,91
2019,4,2,53,70
2019,4,2,33,83
2018,3,2,54,56
2019,5,2,52,91
2018,2,2,28,98
2019,4,2,58,73
2020,5,2,29,118
2013,6,2,47,38
2014,7,2,36,109
2013,5,2,19,42
2018,2,2,48,60
2018,3,2,16,86
2021,4,2,13,6
2018,7,2,18,251
2019,4,2,32,85
2018,5,2,33,70
2020,1,2,50,189
2019,2,2,4,113
2018,3,2,40,51
2014,5,2,29,40
